Station	Layer	Size fraction (µm)	sample	lineage	reads_mapped	rpkm
188	Deep chlorophyll maximum	0.8-2000	metagenome	Haptophytes	50	0.000541267185822
189	Deep chlorophyll maximum	0.8-2000	metagenome	Haptophytes	47	0.000859389446759
194	Deep chlorophyll maximum	0.8-2000	metagenome	Haptophytes	63	0.001184911275614
201	Deep chlorophyll maximum	0.8-2000	metagenome	Haptophytes	13	0.000297017066284
123	Mix layer	0.8-2000	metagenome	Haptophytes	470.333333333333	0.011246019189776
124	Mix layer	0.8-2000	metagenome	Haptophytes	184	0.001790358801238
125	Mix layer	0.8-2000	metagenome	Haptophytes	31	0.000498648102477
152	Mix layer	0.8-2000	metagenome	Haptophytes	728.5	0.014301787156819
153	Mix layer	0.8-2000	metagenome	Haptophytes	870	0.012537040577039
11	Surface	0.8-2000	metagenome	Haptophytes	284	0.007212983395192
67	Surface	0.8-2000	metagenome	Haptophytes	164	0.003217543974396
68	Surface	0.8-2000	metagenome	Haptophytes	403	0.009628847189331
70	Surface	0.8-2000	metagenome	Haptophytes	334	0.008482680571962
71	Surface	0.8-2000	metagenome	Haptophytes	255	0.006003307907732
72	Surface	0.8-2000	metagenome	Haptophytes	209	0.005428043533448
76	Surface	0.8-2000	metagenome	Haptophytes	365	0.006309913647098
78	Surface	0.8-2000	metagenome	Haptophytes	559	0.007533900367411
80	Surface	0.8-2000	metagenome	Haptophytes	477	0.006347057546556
82	Surface	0.8-2000	metagenome	Haptophytes	317	0.00479437146597
83	Surface	0.8-2000	metagenome	Haptophytes	178	0.002356686981292
84	Surface	0.8-2000	metagenome	Haptophytes	117	0.001206745726101
85	Surface	0.8-2000	metagenome	Haptophytes	358	0.002502651869654
86	Surface	0.8-2000	metagenome	Haptophytes	42	0.000636423705299
87	Surface	0.8-2000	metagenome	Haptophytes	18	0.000403396992895
88	Surface	0.8-2000	metagenome	Haptophytes	62	0.000676701519746
89	Surface	0.8-2000	metagenome	Haptophytes	813	0.007338597646438
92	Surface	0.8-2000	metagenome	Haptophytes	99	0.001610487749882
93	Surface	0.8-2000	metagenome	Haptophytes	260	0.005388152588937
94	Surface	0.8-2000	metagenome	Haptophytes	173	0.004495479456642
95	Surface	0.8-2000	metagenome	Haptophytes	242	0.006405427511797
96	Surface	0.8-2000	metagenome	Haptophytes	180	0.004123437172004
97	Surface	0.8-2000	metagenome	Haptophytes	213	0.0034531590385
99	Surface	0.8-2000	metagenome	Haptophytes	151	0.004216348872913
100	Surface	0.8-2000	metagenome	Haptophytes	249	0.006017402173708
102	Surface	0.8-2000	metagenome	Haptophytes	165	0.004323993111848
106	Surface	0.8-2000	metagenome	Haptophytes	232	0.005551753600424
109	Surface	0.8-2000	metagenome	Haptophytes	195	0.004061362273268
110	Surface	0.8-2000	metagenome	Haptophytes	268	0.005998001318453
111	Surface	0.8-2000	metagenome	Haptophytes	218	0.005429790784336
113	Surface	0.8-2000	metagenome	Haptophytes	278	0.006063178094169
114	Surface	0.8-2000	metagenome	Haptophytes	244	0.005021403873651
115	Surface	0.8-2000	metagenome	Haptophytes	193	0.004620321297127
116	Surface	0.8-2000	metagenome	Haptophytes	333	0.005690541315956
117	Surface	0.8-2000	metagenome	Haptophytes	317	0.004425223409519
118	Surface	0.8-2000	metagenome	Haptophytes	329	0.003611154813946
119	Surface	0.8-2000	metagenome	Haptophytes	315	0.007714902803134
120	Surface	0.8-2000	metagenome	Haptophytes	489	0.006981194715829
121	Surface	0.8-2000	metagenome	Haptophytes	180	0.004383503151834
122	Surface	0.8-2000	metagenome	Haptophytes	210	0.003783167448539
123	Surface	0.8-2000	metagenome	Haptophytes	605	0.00605217337495
124	Surface	0.8-2000	metagenome	Haptophytes	590	0.004489045373329
125	Surface	0.8-2000	metagenome	Haptophytes	873	0.005551321198439
126	Surface	0.8-2000	metagenome	Haptophytes	195	0.006084006420154
127	Surface	0.8-2000	metagenome	Haptophytes	139	0.003738945487966
128	Surface	0.8-2000	metagenome	Haptophytes	326	0.00581295767447
129	Surface	0.8-2000	metagenome	Haptophytes	268	0.005190987482565
130	Surface	0.8-2000	metagenome	Haptophytes	290	0.004754927701445
131	Surface	0.8-2000	metagenome	Haptophytes	244	0.00575049379996
132	Surface	0.8-2000	metagenome	Haptophytes	279	0.005005534266575
133	Surface	0.8-2000	metagenome	Haptophytes	241	0.004756487584915
134	Surface	0.8-2000	metagenome	Haptophytes	174	0.004578438276823
135	Surface	0.8-2000	metagenome	Haptophytes	171	0.003837575875317
136	Surface	0.8-2000	metagenome	Haptophytes	283	0.005055558986161
137	Surface	0.8-2000	metagenome	Haptophytes	297	0.005809336054951
138	Surface	0.8-2000	metagenome	Haptophytes	209	0.00513644942633
139	Surface	0.8-2000	metagenome	Haptophytes	273	0.005939722370645
140	Surface	0.8-2000	metagenome	Haptophytes	182	0.003845048591208
141	Surface	0.8-2000	metagenome	Haptophytes	161	0.004354852432607
142	Surface	0.8-2000	metagenome	Haptophytes	277	0.005809899355196
143	Surface	0.8-2000	metagenome	Haptophytes	206	0.00464019489664
144	Surface	0.8-2000	metagenome	Haptophytes	241	0.004907566774666
145	Surface	0.8-2000	metagenome	Haptophytes	231	0.004873285135887
146	Surface	0.8-2000	metagenome	Haptophytes	280	0.0039816676129
147	Surface	0.8-2000	metagenome	Haptophytes	409	0.00677304620648
148	Surface	0.8-2000	metagenome	Haptophytes	355	0.006072241780949
149	Surface	0.8-2000	metagenome	Haptophytes	434	0.006680486969412
150	Surface	0.8-2000	metagenome	Haptophytes	700	0.008941741649031
151	Surface	0.8-2000	metagenome	Haptophytes	415	0.006631651109829
152	Surface	0.8-2000	metagenome	Haptophytes	453	0.007938786963702
155	Surface	0.8-2000	metagenome	Haptophytes	206	0.003187018223177
158	Surface	0.8-2000	metagenome	Haptophytes	625	0.005131448151152
163	Surface	0.8-2000	metagenome	Haptophytes	764	0.004720965281038
168	Surface	0.8-2000	metagenome	Haptophytes	176	0.002592984077224
173	Surface	0.8-2000	metagenome	Haptophytes	23	0.000522561495921
175	Surface	0.8-2000	metagenome	Haptophytes	212	0.001171899449771
178	Surface	0.8-2000	metagenome	Haptophytes	71	0.000860360080406
180	Surface	0.8-2000	metagenome	Haptophytes	19	0.000328324371097
188	Surface	0.8-2000	metagenome	Haptophytes	68	0.000726247597373
189	Surface	0.8-2000	metagenome	Haptophytes	112	0.000940588003453
191	Surface	0.8-2000	metagenome	Haptophytes	9	0.000217542285197
193	Surface	0.8-2000	metagenome	Haptophytes	106	0.001222296661892
194	Surface	0.8-2000	metagenome	Haptophytes	121	0.001421874772754
196	Surface	0.8-2000	metagenome	Haptophytes	43	0.001131520271349
201	Surface	0.8-2000	metagenome	Haptophytes	98	0.001862608752515
205	Surface	0.8-2000	metagenome	Haptophytes	18	0.00036091390977
206	Surface	0.8-2000	metagenome	Haptophytes	69	0.001381228722614
208	Surface	0.8-2000	metagenome	Haptophytes	86	0.001692653881032
209	Surface	0.8-2000	metagenome	Haptophytes	87	0.001095705857898
210	Surface	0.8-2000	metagenome	Haptophytes	181	0.002333691143172
4	Deep chlorophyll maximum	0.8-5	metagenome	Haptophytes	308	0.004558579722291
5	Deep chlorophyll maximum	0.8-5	metagenome	Haptophytes	191	0.003352247190466
6	Deep chlorophyll maximum	0.8-5	metagenome	Haptophytes	378	0.006455481044241
7	Deep chlorophyll maximum	0.8-5	metagenome	Haptophytes	86	0.002008727895999
8	Deep chlorophyll maximum	0.8-5	metagenome	Haptophytes	210	0.004108284232203
9	Deep chlorophyll maximum	0.8-5	metagenome	Haptophytes	301	0.007003177996821
10	Deep chlorophyll maximum	0.8-5	metagenome	Haptophytes	227	0.005141383643035
16	Deep chlorophyll maximum	0.8-5	metagenome	Haptophytes	232	0.006740496085561
18	Deep chlorophyll maximum	0.8-5	metagenome	Haptophytes	185	0.005332794865868
22	Deep chlorophyll maximum	0.8-5	metagenome	Haptophytes	162	0.004147424633128
23	Deep chlorophyll maximum	0.8-5	metagenome	Haptophytes	550	0.007392146947989
25	Deep chlorophyll maximum	0.8-5	metagenome	Haptophytes	223	0.005619033212379
30	Deep chlorophyll maximum	0.8-5	metagenome	Haptophytes	218	0.004628994416492
32	Deep chlorophyll maximum	0.8-5	metagenome	Haptophytes	275	0.004841126189954
34	Deep chlorophyll maximum	0.8-5	metagenome	Haptophytes	746	0.006682882338682
36	Deep chlorophyll maximum	0.8-5	metagenome	Haptophytes	350	0.007436440225368
38	Deep chlorophyll maximum	0.8-5	metagenome	Haptophytes	286	0.006580081562878
39	Deep chlorophyll maximum	0.8-5	metagenome	Haptophytes	352	0.006976490400836
41	Deep chlorophyll maximum	0.8-5	metagenome	Haptophytes	482	0.007698251827083
42	Deep chlorophyll maximum	0.8-5	metagenome	Haptophytes	360	0.006094470312517
50	Deep chlorophyll maximum	0.8-5	metagenome	Haptophytes	236	0.004579301321298
51	Deep chlorophyll maximum	0.8-5	metagenome	Haptophytes	382	0.006151033618773
52	Deep chlorophyll maximum	0.8-5	metagenome	Haptophytes	329	0.008034266697403
58	Deep chlorophyll maximum	0.8-5	metagenome	Haptophytes	410	0.008690566379365
64	Deep chlorophyll maximum	0.8-5	metagenome	Haptophytes	476	0.009292580121343
65	Deep chlorophyll maximum	0.8-5	metagenome	Haptophytes	330	0.008553950326865
66	Deep chlorophyll maximum	0.8-5	metagenome	Haptophytes	451	0.005389086440387
68	Deep chlorophyll maximum	0.8-5	metagenome	Haptophytes	570	0.008359945671233
72	Deep chlorophyll maximum	0.8-5	metagenome	Haptophytes	300	0.005923642396429
76	Deep chlorophyll maximum	0.8-5	metagenome	Haptophytes	262	0.003781474369324
78	Deep chlorophyll maximum	0.8-5	metagenome	Haptophytes	394	0.006499427547686
80	Deep chlorophyll maximum	0.8-5	metagenome	Haptophytes	166	0.003215802440329
81	Deep chlorophyll maximum	0.8-5	metagenome	Haptophytes	285	0.005834178518331
85	Deep chlorophyll maximum	0.8-5	metagenome	Haptophytes	955	0.005103736424634
86	Deep chlorophyll maximum	0.8-5	metagenome	Haptophytes	378	0.001830601106979
93	Deep chlorophyll maximum	0.8-5	metagenome	Haptophytes	192	0.003357444012245
96	Deep chlorophyll maximum	0.8-5	metagenome	Haptophytes	354	0.006520599175164
97	Deep chlorophyll maximum	0.8-5	metagenome	Haptophytes	288	0.006892038490667
100	Deep chlorophyll maximum	0.8-5	metagenome	Haptophytes	333	0.006293190957248
102	Deep chlorophyll maximum	0.8-5	metagenome	Haptophytes	235	0.005161000868012
106	Deep chlorophyll maximum	0.8-5	metagenome	Haptophytes	103	0.002916715317048
109	Deep chlorophyll maximum	0.8-5	metagenome	Haptophytes	204	0.004672424811257
110	Deep chlorophyll maximum	0.8-5	metagenome	Haptophytes	340	0.006440541224207
111	Deep chlorophyll maximum	0.8-5	metagenome	Haptophytes	643	0.008628006062431
112	Deep chlorophyll maximum	0.8-5	metagenome	Haptophytes	262	0.005213429677605
122	Deep chlorophyll maximum	0.8-5	metagenome	Haptophytes	556	0.004941780461251
127	Deep chlorophyll maximum	0.8-5	metagenome	Haptophytes	266	0.00571392740088
128	Deep chlorophyll maximum	0.8-5	metagenome	Haptophytes	386	0.008626711859402
129	Deep chlorophyll maximum	0.8-5	metagenome	Haptophytes	449	0.007360758740927
131	Deep chlorophyll maximum	0.8-5	metagenome	Haptophytes	246	0.004935932772199
132	Deep chlorophyll maximum	0.8-5	metagenome	Haptophytes	334	0.005641842752386
133	Deep chlorophyll maximum	0.8-5	metagenome	Haptophytes	400	0.00704577392933
135	Deep chlorophyll maximum	0.8-5	metagenome	Haptophytes	205	0.004777476978886
137	Deep chlorophyll maximum	0.8-5	metagenome	Haptophytes	159	0.002758890146499
138	Deep chlorophyll maximum	0.8-5	metagenome	Haptophytes	389	0.006075735887769
142	Deep chlorophyll maximum	0.8-5	metagenome	Haptophytes	418	0.007858895235848
143	Deep chlorophyll maximum	0.8-5	metagenome	Haptophytes	461	0.007899294125002
150	Deep chlorophyll maximum	0.8-5	metagenome	Haptophytes	624	0.008066945044082
151	Deep chlorophyll maximum	0.8-5	metagenome	Haptophytes	382	0.005160099695298
123	Mix layer	0.8-5	metagenome	Haptophytes	220	0.002666445359842
124	Mix layer	0.8-5	metagenome	Haptophytes	418	0.002393004221816
125	Mix layer	0.8-5	metagenome	Haptophytes	33	0.000464080342219
152	Mix layer	0.8-5	metagenome	Haptophytes	460	0.008094351962358
153	Mix layer	0.8-5	metagenome	Haptophytes	1250	0.017738700517893
4	Surface	0.8-5	metagenome	Haptophytes	286	0.005381871197663
5	Surface	0.8-5	metagenome	Haptophytes	202	0.003752942211851
6	Surface	0.8-5	metagenome	Haptophytes	541	0.010412222742307
7	Surface	0.8-5	metagenome	Haptophytes	546	0.003981012549643
8	Surface	0.8-5	metagenome	Haptophytes	276	0.006340418271551
9	Surface	0.8-5	metagenome	Haptophytes	271	0.006096843356919
10	Surface	0.8-5	metagenome	Haptophytes	329	0.006888024081462
16	Surface	0.8-5	metagenome	Haptophytes	295	0.007115536983488
18	Surface	0.8-5	metagenome	Haptophytes	250	0.006419748873752
19	Surface	0.8-5	metagenome	Haptophytes	279	0.005361014551667
20	Surface	0.8-5	metagenome	Haptophytes	266	0.006163418444829
21	Surface	0.8-5	metagenome	Haptophytes	391	0.006805092985648
22	Surface	0.8-5	metagenome	Haptophytes	284	0.005362932647313
23	Surface	0.8-5	metagenome	Haptophytes	765	0.009281406625666
25	Surface	0.8-5	metagenome	Haptophytes	300	0.006881633744159
30	Surface	0.8-5	metagenome	Haptophytes	327	0.006554884644853
32	Surface	0.8-5	metagenome	Haptophytes	143	0.003735105254396
36	Surface	0.8-5	metagenome	Haptophytes	317	0.007771388179505
38	Surface	0.8-5	metagenome	Haptophytes	341	0.005967429547334
39	Surface	0.8-5	metagenome	Haptophytes	435	0.00870208424989
41	Surface	0.8-5	metagenome	Haptophytes	297	0.00575443311022
42	Surface	0.8-5	metagenome	Haptophytes	254	0.006829232435726
43	Surface	0.8-5	metagenome	Haptophytes	430	0.008773587394292
45	Surface	0.8-5	metagenome	Haptophytes	247	0.005424126041479
46	Surface	0.8-5	metagenome	Haptophytes	137	0.003191656724868
50	Surface	0.8-5	metagenome	Haptophytes	269	0.005005914278162
51	Surface	0.8-5	metagenome	Haptophytes	256	0.006163660087864
52	Surface	0.8-5	metagenome	Haptophytes	463	0.008749493158782
53	Surface	0.8-5	metagenome	Haptophytes	240	0.006164680614445
54	Surface	0.8-5	metagenome	Haptophytes	162	0.004004352962095
57	Surface	0.8-5	metagenome	Haptophytes	322	0.007061507813006
58	Surface	0.8-5	metagenome	Haptophytes	352	0.007835476969018
62	Surface	0.8-5	metagenome	Haptophytes	267	0.005695464460549
64	Surface	0.8-5	metagenome	Haptophytes	334	0.007998809134497
66	Surface	0.8-5	metagenome	Haptophytes	176	0.006172423114682
67	Surface	0.8-5	metagenome	Haptophytes	182	0.004150118728672
68	Surface	0.8-5	metagenome	Haptophytes	631	0.013413243459244
70	Surface	0.8-5	metagenome	Haptophytes	521	0.011011350224843
71	Surface	0.8-5	metagenome	Haptophytes	410	0.008866482309267
72	Surface	0.8-5	metagenome	Haptophytes	235	0.006416712881303
76	Surface	0.8-5	metagenome	Haptophytes	542	0.007438984615849
78	Surface	0.8-5	metagenome	Haptophytes	562	0.008227000710387
80	Surface	0.8-5	metagenome	Haptophytes	460	0.007198787317525
81	Surface	0.8-5	metagenome	Haptophytes	257	0.004948846110985
82	Surface	0.8-5	metagenome	Haptophytes	926	0.006217305288877
83	Surface	0.8-5	metagenome	Haptophytes	267	0.003239275052733
84	Surface	0.8-5	metagenome	Haptophytes	509	0.003816858144833
85	Surface	0.8-5	metagenome	Haptophytes	538	0.003874364467688
86	Surface	0.8-5	metagenome	Haptophytes	60	0.000670351052946
87	Surface	0.8-5	metagenome	Haptophytes	27	0.000494655530457
88	Surface	0.8-5	metagenome	Haptophytes	99	0.001040828069689
89	Surface	0.8-5	metagenome	Haptophytes	1024	0.008792336520942
90	Surface	0.8-5	metagenome	Haptophytes	492	0.007250013404197
91	Surface	0.8-5	metagenome	Haptophytes	111	0.002182617437965
92	Surface	0.8-5	metagenome	Haptophytes	111	0.001549709348039
93	Surface	0.8-5	metagenome	Haptophytes	407	0.006798173046406
94	Surface	0.8-5	metagenome	Haptophytes	241	0.006576928056936
95	Surface	0.8-5	metagenome	Haptophytes	483	0.007597501309772
96	Surface	0.8-5	metagenome	Haptophytes	285	0.005545921716449
97	Surface	0.8-5	metagenome	Haptophytes	269	0.004941674837115
98	Surface	0.8-5	metagenome	Haptophytes	145	0.003701964172549
99	Surface	0.8-5	metagenome	Haptophytes	209	0.005093164953037
100	Surface	0.8-5	metagenome	Haptophytes	330	0.006406042916316
102	Surface	0.8-5	metagenome	Haptophytes	201	0.00500451166207
106	Surface	0.8-5	metagenome	Haptophytes	345	0.007420927797156
109	Surface	0.8-5	metagenome	Haptophytes	279	0.006321834878023
110	Surface	0.8-5	metagenome	Haptophytes	234	0.00583615748019
111	Surface	0.8-5	metagenome	Haptophytes	274	0.006867969455732
112	Surface	0.8-5	metagenome	Haptophytes	237	0.005263072037405
113	Surface	0.8-5	metagenome	Haptophytes	439	0.006786239585305
122	Surface	0.8-5	metagenome	Haptophytes	721	0.008057524446631
123	Surface	0.8-5	metagenome	Haptophytes	610	0.006425254785877
124	Surface	0.8-5	metagenome	Haptophytes	347	0.004374889601531
125	Surface	0.8-5	metagenome	Haptophytes	267	0.007430760543236
126	Surface	0.8-5	metagenome	Haptophytes	238	0.006140714395928
127	Surface	0.8-5	metagenome	Haptophytes	727	0.00654360639475
128	Surface	0.8-5	metagenome	Haptophytes	415	0.007019635613656
129	Surface	0.8-5	metagenome	Haptophytes	430	0.008085312230414
130	Surface	0.8-5	metagenome	Haptophytes	301	0.00545394571767
131	Surface	0.8-5	metagenome	Haptophytes	263	0.006364440267271
132	Surface	0.8-5	metagenome	Haptophytes	371	0.006991451048236
133	Surface	0.8-5	metagenome	Haptophytes	208	0.00365152287788
134	Surface	0.8-5	metagenome	Haptophytes	290	0.006806012610644
135	Surface	0.8-5	metagenome	Haptophytes	302	0.007257890930923
136	Surface	0.8-5	metagenome	Haptophytes	456	0.008382303526438
137	Surface	0.8-5	metagenome	Haptophytes	322	0.007070114787948
138	Surface	0.8-5	metagenome	Haptophytes	296	0.006215386670813
139	Surface	0.8-5	metagenome	Haptophytes	323	0.006112989111381
140	Surface	0.8-5	metagenome	Haptophytes	260	0.004892852994307
141	Surface	0.8-5	metagenome	Haptophytes	298	0.007672354038418
142	Surface	0.8-5	metagenome	Haptophytes	411	0.007522636425552
143	Surface	0.8-5	metagenome	Haptophytes	56	0.00137873626064
145	Surface	0.8-5	metagenome	Haptophytes	301	0.005389865991435
146	Surface	0.8-5	metagenome	Haptophytes	499	0.007711064378772
147	Surface	0.8-5	metagenome	Haptophytes	514	0.008140761825991
148	Surface	0.8-5	metagenome	Haptophytes	652	0.010256212116156
149	Surface	0.8-5	metagenome	Haptophytes	722	0.008236748187363
150	Surface	0.8-5	metagenome	Haptophytes	718	0.010303361213045
151	Surface	0.8-5	metagenome	Haptophytes	452	0.009367258834285
152	Surface	0.8-5	metagenome	Haptophytes	426	0.009721515911776
39	Deep chlorophyll maximum	1.6-20	metagenome	Haptophytes	238	0.004795574837789
6	Deep chlorophyll maximum	180-2000	metagenome	Haptophytes	2	6.24672429350137E-05
7	Deep chlorophyll maximum	180-2000	metagenome	Haptophytes	3	8.61442709593958E-05
8	Deep chlorophyll maximum	180-2000	metagenome	Haptophytes	4	0.000124178475295
18	Deep chlorophyll maximum	180-2000	metagenome	Haptophytes	2	6.53954301287435E-05
23	Deep chlorophyll maximum	180-2000	metagenome	Haptophytes	6	9.58091422869894E-05
34	Deep chlorophyll maximum	180-2000	metagenome	Haptophytes	4	8.42767908400347E-05
39	Deep chlorophyll maximum	180-2000	metagenome	Haptophytes	6	0.000196846999391
42	Deep chlorophyll maximum	180-2000	metagenome	Haptophytes	6	0.000161515611724
50	Deep chlorophyll maximum	180-2000	metagenome	Haptophytes	2	6.90482463405798E-05
51	Deep chlorophyll maximum	180-2000	metagenome	Haptophytes	1	3.90470939141862E-05
64	Deep chlorophyll maximum	180-2000	metagenome	Haptophytes	4	0.000131220164297
68	Deep chlorophyll maximum	180-2000	metagenome	Haptophytes	3	8.55659236367876E-05
78	Deep chlorophyll maximum	180-2000	metagenome	Haptophytes	2	5.96294536105718E-05
81	Deep chlorophyll maximum	180-2000	metagenome	Haptophytes	21	0.000481174599145
82	Deep chlorophyll maximum	180-2000	metagenome	Haptophytes	96	0.001203041736064
85	Deep chlorophyll maximum	180-2000	metagenome	Haptophytes	8	0.000125762215756
86	Deep chlorophyll maximum	180-2000	metagenome	Haptophytes	429	0.002113220764079
93	Deep chlorophyll maximum	180-2000	metagenome	Haptophytes	2	6.84780556815814E-05
97	Deep chlorophyll maximum	180-2000	metagenome	Haptophytes	2	5.71964966711096E-05
98	Deep chlorophyll maximum	180-2000	metagenome	Haptophytes	2	6.69210162314931E-05
100	Deep chlorophyll maximum	180-2000	metagenome	Haptophytes	2	5.58897865798294E-05
106	Deep chlorophyll maximum	180-2000	metagenome	Haptophytes	1	3.16827636427416E-05
110	Deep chlorophyll maximum	180-2000	metagenome	Haptophytes	1	2.78692557609559E-05
111	Deep chlorophyll maximum	180-2000	metagenome	Haptophytes	2	5.94256413482123E-05
112	Deep chlorophyll maximum	180-2000	metagenome	Haptophytes	17	0.000421291497719
122	Deep chlorophyll maximum	180-2000	metagenome	Haptophytes	12	0.000211150577782
132	Deep chlorophyll maximum	180-2000	metagenome	Haptophytes	2	5.50153943606118E-05
133	Deep chlorophyll maximum	180-2000	metagenome	Haptophytes	1	3.32913574148693E-05
138	Deep chlorophyll maximum	180-2000	metagenome	Haptophytes	2	5.83947416872205E-05
142	Deep chlorophyll maximum	180-2000	metagenome	Haptophytes	5	0.000124581627644
143	Deep chlorophyll maximum	180-2000	metagenome	Haptophytes	4	6.05378983857154E-05
155	Deep chlorophyll maximum	180-2000	metagenome	Haptophytes	3	6.43834984146068E-05
173	Deep chlorophyll maximum	180-2000	metagenome	Haptophytes	13	0.000243008960519
188	Deep chlorophyll maximum	180-2000	metagenome	Haptophytes	14	0.000232618530098
201	Deep chlorophyll maximum	180-2000	metagenome	Haptophytes	2	4.28586362448935E-05
153	Mix layer	180-2000	metagenome	Haptophytes	3	7.17496767701985E-05
4	Surface	180-2000	metagenome	Haptophytes	3	9.67809523364411E-05
6	Surface	180-2000	metagenome	Haptophytes	4	7.6419110822242E-05
7	Surface	180-2000	metagenome	Haptophytes	4	4.71767844793118E-05
8	Surface	180-2000	metagenome	Haptophytes	11	0.000239157156504
9	Surface	180-2000	metagenome	Haptophytes	4	0.000137181055119
11	Surface	180-2000	metagenome	Haptophytes	2	5.41251427743258E-05
19	Surface	180-2000	metagenome	Haptophytes	2	5.8688946731795E-05
20	Surface	180-2000	metagenome	Haptophytes	2	7.42276301330722E-05
22	Surface	180-2000	metagenome	Haptophytes	6	0.000152864264921
23	Surface	180-2000	metagenome	Haptophytes	11	0.000196144272464
26	Surface	180-2000	metagenome	Haptophytes	2	6.48445406546205E-05
31	Surface	180-2000	metagenome	Haptophytes	1	3.76735318317417E-05
33	Surface	180-2000	metagenome	Haptophytes	6	8.8831596748769E-05
34	Surface	180-2000	metagenome	Haptophytes	1	4.77066907164364E-05
36	Surface	180-2000	metagenome	Haptophytes	7	0.000201979163534
41	Surface	180-2000	metagenome	Haptophytes	20	0.000358357399837
42	Surface	180-2000	metagenome	Haptophytes	5	0.000142326787857
45	Surface	180-2000	metagenome	Haptophytes	2	7.00543914013029E-05
46	Surface	180-2000	metagenome	Haptophytes	17	0.000335115605138
47	Surface	180-2000	metagenome	Haptophytes	2	6.05654247078644E-05
51	Surface	180-2000	metagenome	Haptophytes	4	0.000148212279389
52	Surface	180-2000	metagenome	Haptophytes	3	6.15994156396317E-05
53	Surface	180-2000	metagenome	Haptophytes	6	0.000142774014856
64	Surface	180-2000	metagenome	Haptophytes	9	0.000218296527216
65	Surface	180-2000	metagenome	Haptophytes	3	7.78406332082968E-05
68	Surface	180-2000	metagenome	Haptophytes	2	6.10893103354162E-05
70	Surface	180-2000	metagenome	Haptophytes	1	3.36493345775746E-05
71	Surface	180-2000	metagenome	Haptophytes	2	5.23219186127217E-05
76	Surface	180-2000	metagenome	Haptophytes	3	8.12293087218934E-05
80	Surface	180-2000	metagenome	Haptophytes	18	0.000423536783767
81	Surface	180-2000	metagenome	Haptophytes	2	3.54049210082229E-05
82	Surface	180-2000	metagenome	Haptophytes	60	0.000730791623816
83	Surface	180-2000	metagenome	Haptophytes	4	0.000114308654673
84	Surface	180-2000	metagenome	Haptophytes	37	0.000704239995154
86	Surface	180-2000	metagenome	Haptophytes	1113	0.00548658425161
87	Surface	180-2000	metagenome	Haptophytes	9	0.000215005499516
88	Surface	180-2000	metagenome	Haptophytes	38	0.000559401473745
89	Surface	180-2000	metagenome	Haptophytes	6	0.000120462183309
92	Surface	180-2000	metagenome	Haptophytes	73	0.001129325736555
93	Surface	180-2000	metagenome	Haptophytes	3	7.28051681291341E-05
94	Surface	180-2000	metagenome	Haptophytes	13	0.000365441012576
95	Surface	180-2000	metagenome	Haptophytes	13	0.000400150510086
96	Surface	180-2000	metagenome	Haptophytes	8	0.000178183527695
98	Surface	180-2000	metagenome	Haptophytes	6	0.000157885989573
100	Surface	180-2000	metagenome	Haptophytes	15	0.000428027674471
102	Surface	180-2000	metagenome	Haptophytes	8	0.000178251962429
106	Surface	180-2000	metagenome	Haptophytes	2	7.36270006239592E-05
109	Surface	180-2000	metagenome	Haptophytes	40	0.000899566986048
110	Surface	180-2000	metagenome	Haptophytes	3	8.69467012894689E-05
111	Surface	180-2000	metagenome	Haptophytes	3	9.68153402272398E-05
112	Surface	180-2000	metagenome	Haptophytes	7	0.000160888774525
114	Surface	180-2000	metagenome	Haptophytes	20	0.000554649901953
122	Surface	180-2000	metagenome	Haptophytes	99	0.001186858670459
123	Surface	180-2000	metagenome	Haptophytes	32	0.000402880023245
124	Surface	180-2000	metagenome	Haptophytes	2	2.78588353889633E-05
125	Surface	180-2000	metagenome	Haptophytes	9	9.14835240889504E-05
126	Surface	180-2000	metagenome	Haptophytes	260	0.007157436625118
127	Surface	180-2000	metagenome	Haptophytes	10	0.000301170585936
128	Surface	180-2000	metagenome	Haptophytes	2	5.0981051767873E-05
129	Surface	180-2000	metagenome	Haptophytes	14	0.000356925008648
131	Surface	180-2000	metagenome	Haptophytes	12	0.000232865567744
132	Surface	180-2000	metagenome	Haptophytes	5	0.000155327942799
135	Surface	180-2000	metagenome	Haptophytes	1	3.03738019980203E-05
140	Surface	180-2000	metagenome	Haptophytes	5	0.000148954935733
142	Surface	180-2000	metagenome	Haptophytes	1	2.92586594711094E-05
143	Surface	180-2000	metagenome	Haptophytes	4	0.000113279199304
144	Surface	180-2000	metagenome	Haptophytes	1	3.01267999986104E-05
145	Surface	180-2000	metagenome	Haptophytes	2	3.64998982243408E-05
148	Surface	180-2000	metagenome	Haptophytes	1	2.56934461992112E-05
149	Surface	180-2000	metagenome	Haptophytes	3	4.85561817967827E-05
152	Surface	180-2000	metagenome	Haptophytes	1	2.70597185311939E-05
155	Surface	180-2000	metagenome	Haptophytes	24	0.000587777476557
158	Surface	180-2000	metagenome	Haptophytes	2	5.56921537112991E-05
163	Surface	180-2000	metagenome	Haptophytes	1336	0.006923174804326
173	Surface	180-2000	metagenome	Haptophytes	31	0.000392407266954
175	Surface	180-2000	metagenome	Haptophytes	27	0.000254744390088
188	Surface	180-2000	metagenome	Haptophytes	73	0.00062870050073
210	Surface	180-2000	metagenome	Haptophytes	1	2.99846386896914E-05
