Station	Layer	Size fraction (µm)	sample	lineage	reads_mapped	rpkm
34	Deep chlorophyll maximum	0.2-1.6	metagenome	Bacillariophyceae	1	2.62454194125392E-05
36	Deep chlorophyll maximum	0.2-1.6	metagenome	Bacillariophyceae	1	3.27267621900206E-05
52	Deep chlorophyll maximum	0.2-1.6	metagenome	Bacillariophyceae	2	5.45500542448833E-05
9	Surface	0.2-1.6	metagenome	Bacillariophyceae	1	2.24335037603384E-05
38	Surface	0.2-1.6	metagenome	Bacillariophyceae	2	7.83179178532252E-05
58	Deep chlorophyll maximum	0.2-3	metagenome	Bacillariophyceae	3	6.53423961538994E-05
64	Deep chlorophyll maximum	0.2-3	metagenome	Bacillariophyceae	2	4.98497515924866E-05
65	Deep chlorophyll maximum	0.2-3	metagenome	Bacillariophyceae	7	0.000153495249428
110	Deep chlorophyll maximum	0.2-3	metagenome	Bacillariophyceae	4	9.84543684107487E-05
133	Deep chlorophyll maximum	0.2-3	metagenome	Bacillariophyceae	5	0.000147327556095
142	Deep chlorophyll maximum	0.2-3	metagenome	Bacillariophyceae	8	0.000232265973755
150	Deep chlorophyll maximum	0.2-3	metagenome	Bacillariophyceae	4	0.000113322232135
155	Deep chlorophyll maximum	0.2-3	metagenome	Bacillariophyceae	10	0.000241175179704
158	Deep chlorophyll maximum	0.2-3	metagenome	Bacillariophyceae	39	0.000528274845985
168	Deep chlorophyll maximum	0.2-3	metagenome	Bacillariophyceae	7	0.000184273525469
173	Deep chlorophyll maximum	0.2-3	metagenome	Bacillariophyceae	12	0.000271965879849
188	Deep chlorophyll maximum	0.2-3	metagenome	Bacillariophyceae	4	9.70192965071731E-05
189	Deep chlorophyll maximum	0.2-3	metagenome	Bacillariophyceae	20	0.000417577405193
194	Deep chlorophyll maximum	0.2-3	metagenome	Bacillariophyceae	6	9.47492979250013E-05
201	Deep chlorophyll maximum	0.2-3	metagenome	Bacillariophyceae	19	0.000402921160729
57	Surface	0.2-3	metagenome	Bacillariophyceae	9	0.000231841622404
62	Surface	0.2-3	metagenome	Bacillariophyceae	4	0.000139986276393
64	Surface	0.2-3	metagenome	Bacillariophyceae	6	7.00996747793576E-05
66	Surface	0.2-3	metagenome	Bacillariophyceae	2	6.25328356159123E-05
67	Surface	0.2-3	metagenome	Bacillariophyceae	13	0.00046019435859
68	Surface	0.2-3	metagenome	Bacillariophyceae	7	0.000231212365019
78	Surface	0.2-3	metagenome	Bacillariophyceae	7	0.000166210910225
84	Surface	0.2-3	metagenome	Bacillariophyceae	2	2.57458201433469E-05
85	Surface	0.2-3	metagenome	Bacillariophyceae	1	2.73456554589452E-05
100	Surface	0.2-3	metagenome	Bacillariophyceae	1	2.74193324609964E-05
122	Surface	0.2-3	metagenome	Bacillariophyceae	2	7.36105341709506E-05
123	Surface	0.2-3	metagenome	Bacillariophyceae	6	0.000163370177626
132	Surface	0.2-3	metagenome	Bacillariophyceae	2	6.18872031681648E-05
140	Surface	0.2-3	metagenome	Bacillariophyceae	1	2.83140784692298E-05
145	Surface	0.2-3	metagenome	Bacillariophyceae	44	0.000673814255908
149	Surface	0.2-3	metagenome	Bacillariophyceae	13	0.000308426055617
151	Surface	0.2-3	metagenome	Bacillariophyceae	2	3.08443417942776E-05
155	Surface	0.2-3	metagenome	Bacillariophyceae	9	0.000233816787664
158	Surface	0.2-3	metagenome	Bacillariophyceae	43	0.000501504504726
163	Surface	0.2-3	metagenome	Bacillariophyceae	10	0.000295586284797
173	Surface	0.2-3	metagenome	Bacillariophyceae	2	5.88452002090324E-05
175	Surface	0.2-3	metagenome	Bacillariophyceae	5	0.000145598667693
189	Surface	0.2-3	metagenome	Bacillariophyceae	1	3.16596820617929E-05
191	Surface	0.2-3	metagenome	Bacillariophyceae	30	0.000550466871441
193	Surface	0.2-3	metagenome	Bacillariophyceae	7	0.000181750590766
194	Surface	0.2-3	metagenome	Bacillariophyceae	8	7.61923802647757E-05
196	Surface	0.2-3	metagenome	Bacillariophyceae	8	0.000223931768775
201	Surface	0.2-3	metagenome	Bacillariophyceae	6	0.000127176694656
208	Surface	0.2-3	metagenome	Bacillariophyceae	2	5.90768953424112E-05
210	Surface	0.2-3	metagenome	Bacillariophyceae	1	3.14209604521322E-05
24	Surface	0.8-20	metagenome	Bacillariophyceae	6	0.000163609775222
26	Surface	0.8-20	metagenome	Bacillariophyceae	3	9.90332846245094E-05
31	Surface	0.8-20	metagenome	Bacillariophyceae	50	0.00054678527746
33	Surface	0.8-20	metagenome	Bacillariophyceae	55	0.000798836203983
44	Surface	0.8-20	metagenome	Bacillariophyceae	4	0.000132730039745
47	Surface	0.8-20	metagenome	Bacillariophyceae	21	0.000446259781956
48	Surface	0.8-20	metagenome	Bacillariophyceae	19	0.000326502162799
49	Surface	0.8-20	metagenome	Bacillariophyceae	186	0.001580087031725
47	Deep chlorophyll maximum	0.8-2000	metagenome	Bacillariophyceae	3	9.43760332080698E-05
68	Deep chlorophyll maximum	0.8-2000	metagenome	Bacillariophyceae	11	0.000272532891975
72	Deep chlorophyll maximum	0.8-2000	metagenome	Bacillariophyceae	6	0.000201702836611
76	Deep chlorophyll maximum	0.8-2000	metagenome	Bacillariophyceae	17	0.000420211945228
78	Deep chlorophyll maximum	0.8-2000	metagenome	Bacillariophyceae	20	0.000435839593596
82	Deep chlorophyll maximum	0.8-2000	metagenome	Bacillariophyceae	33	0.00064980986179
85	Deep chlorophyll maximum	0.8-2000	metagenome	Bacillariophyceae	10	0.000231970696593
86	Deep chlorophyll maximum	0.8-2000	metagenome	Bacillariophyceae	177	0.000779863941457
100	Deep chlorophyll maximum	0.8-2000	metagenome	Bacillariophyceae	11	0.000272370880581
102	Deep chlorophyll maximum	0.8-2000	metagenome	Bacillariophyceae	2	5.80323893795516E-05
106	Deep chlorophyll maximum	0.8-2000	metagenome	Bacillariophyceae	43	0.001135705159277
109	Deep chlorophyll maximum	0.8-2000	metagenome	Bacillariophyceae	23	0.000484451559236
110	Deep chlorophyll maximum	0.8-2000	metagenome	Bacillariophyceae	20	0.000519888385114
111	Deep chlorophyll maximum	0.8-2000	metagenome	Bacillariophyceae	5	0.000130256070955
122	Deep chlorophyll maximum	0.8-2000	metagenome	Bacillariophyceae	4	7.102820272993E-05
127	Deep chlorophyll maximum	0.8-2000	metagenome	Bacillariophyceae	19	0.000339483966331
128	Deep chlorophyll maximum	0.8-2000	metagenome	Bacillariophyceae	30	0.000512573615071
129	Deep chlorophyll maximum	0.8-2000	metagenome	Bacillariophyceae	24	0.00042291888361
132	Deep chlorophyll maximum	0.8-2000	metagenome	Bacillariophyceae	9	0.00029036431425
133	Deep chlorophyll maximum	0.8-2000	metagenome	Bacillariophyceae	31	0.000547567954433
135	Deep chlorophyll maximum	0.8-2000	metagenome	Bacillariophyceae	72	0.000924946694535
137	Deep chlorophyll maximum	0.8-2000	metagenome	Bacillariophyceae	7	0.000148902891429
138	Deep chlorophyll maximum	0.8-2000	metagenome	Bacillariophyceae	8	0.000175404451111
143	Deep chlorophyll maximum	0.8-2000	metagenome	Bacillariophyceae	1	3.14830495613457E-05
150	Deep chlorophyll maximum	0.8-2000	metagenome	Bacillariophyceae	23	0.000411966360795
151	Deep chlorophyll maximum	0.8-2000	metagenome	Bacillariophyceae	18	0.000503713047839
155	Deep chlorophyll maximum	0.8-2000	metagenome	Bacillariophyceae	84	0.000821894546638
158	Deep chlorophyll maximum	0.8-2000	metagenome	Bacillariophyceae	214	0.001285954657841
168	Deep chlorophyll maximum	0.8-2000	metagenome	Bacillariophyceae	32	0.000437063829294
173	Deep chlorophyll maximum	0.8-2000	metagenome	Bacillariophyceae	464	0.003808066463461
175	Deep chlorophyll maximum	0.8-2000	metagenome	Bacillariophyceae	10	0.000213358467554
180	Deep chlorophyll maximum	0.8-2000	metagenome	Bacillariophyceae	318	0.002152710729063
188	Deep chlorophyll maximum	0.8-2000	metagenome	Bacillariophyceae	125	0.001602027760982
189	Deep chlorophyll maximum	0.8-2000	metagenome	Bacillariophyceae	211	0.002023835126994
194	Deep chlorophyll maximum	0.8-2000	metagenome	Bacillariophyceae	155	0.002059509532398
201	Deep chlorophyll maximum	0.8-2000	metagenome	Bacillariophyceae	150	0.002485982016399
123	Mix layer	0.8-2000	metagenome	Bacillariophyceae	102.75	0.001686974543431
124	Mix layer	0.8-2000	metagenome	Bacillariophyceae	15	0.000125921585299
152	Mix layer	0.8-2000	metagenome	Bacillariophyceae	19.1666666666667	0.000394486730551
153	Mix layer	0.8-2000	metagenome	Bacillariophyceae	47	0.000634378778491
11	Surface	0.8-2000	metagenome	Bacillariophyceae	2	6.42705070574094E-05
67	Surface	0.8-2000	metagenome	Bacillariophyceae	195	0.00220945398814
68	Surface	0.8-2000	metagenome	Bacillariophyceae	44	0.000767521744138
70	Surface	0.8-2000	metagenome	Bacillariophyceae	12	0.000314474457193
71	Surface	0.8-2000	metagenome	Bacillariophyceae	37	0.000731346099829
72	Surface	0.8-2000	metagenome	Bacillariophyceae	8	0.000141868323337
76	Surface	0.8-2000	metagenome	Bacillariophyceae	7	0.000153081032113
78	Surface	0.8-2000	metagenome	Bacillariophyceae	8	0.000215226809907
80	Surface	0.8-2000	metagenome	Bacillariophyceae	62	0.000929945448949
82	Surface	0.8-2000	metagenome	Bacillariophyceae	71	0.00126915787954
83	Surface	0.8-2000	metagenome	Bacillariophyceae	85	0.001346969429479
84	Surface	0.8-2000	metagenome	Bacillariophyceae	197	0.002243675503734
85	Surface	0.8-2000	metagenome	Bacillariophyceae	96	0.000845006090886
86	Surface	0.8-2000	metagenome	Bacillariophyceae	367	0.002388664735328
87	Surface	0.8-2000	metagenome	Bacillariophyceae	73	0.00121660428593
88	Surface	0.8-2000	metagenome	Bacillariophyceae	81	0.001361041179053
89	Surface	0.8-2000	metagenome	Bacillariophyceae	19	0.000350702553329
92	Surface	0.8-2000	metagenome	Bacillariophyceae	145	0.002046863813959
93	Surface	0.8-2000	metagenome	Bacillariophyceae	17	0.000342730879603
95	Surface	0.8-2000	metagenome	Bacillariophyceae	36	0.000559274157262
99	Surface	0.8-2000	metagenome	Bacillariophyceae	3	0.000103594537327
100	Surface	0.8-2000	metagenome	Bacillariophyceae	12	0.000250687940817
102	Surface	0.8-2000	metagenome	Bacillariophyceae	14	0.000431587959796
106	Surface	0.8-2000	metagenome	Bacillariophyceae	14	0.000317049223215
109	Surface	0.8-2000	metagenome	Bacillariophyceae	18	0.000352999375136
110	Surface	0.8-2000	metagenome	Bacillariophyceae	62	0.000914750960881
111	Surface	0.8-2000	metagenome	Bacillariophyceae	4	0.000115258971972
113	Surface	0.8-2000	metagenome	Bacillariophyceae	53	0.000792550000691
114	Surface	0.8-2000	metagenome	Bacillariophyceae	55	0.000903548778878
115	Surface	0.8-2000	metagenome	Bacillariophyceae	72	0.000968320895396
116	Surface	0.8-2000	metagenome	Bacillariophyceae	122	0.000926290820178
117	Surface	0.8-2000	metagenome	Bacillariophyceae	169	0.001787507266942
118	Surface	0.8-2000	metagenome	Bacillariophyceae	285	0.002068389781104
119	Surface	0.8-2000	metagenome	Bacillariophyceae	40	0.000813462448164
120	Surface	0.8-2000	metagenome	Bacillariophyceae	40	0.000392400768426
121	Surface	0.8-2000	metagenome	Bacillariophyceae	2	5.67566184913448E-05
122	Surface	0.8-2000	metagenome	Bacillariophyceae	41	0.000604576046423
123	Surface	0.8-2000	metagenome	Bacillariophyceae	197	0.001355422045569
124	Surface	0.8-2000	metagenome	Bacillariophyceae	96	0.000598925957304
125	Surface	0.8-2000	metagenome	Bacillariophyceae	36	0.000255249469865
126	Surface	0.8-2000	metagenome	Bacillariophyceae	21	0.000509552315278
127	Surface	0.8-2000	metagenome	Bacillariophyceae	30	0.000476409571973
128	Surface	0.8-2000	metagenome	Bacillariophyceae	26	0.00044579868506
129	Surface	0.8-2000	metagenome	Bacillariophyceae	26	0.000431272567613
130	Surface	0.8-2000	metagenome	Bacillariophyceae	7	0.00011464908775
131	Surface	0.8-2000	metagenome	Bacillariophyceae	14	0.000295641771202
132	Surface	0.8-2000	metagenome	Bacillariophyceae	9	0.000169335792079
133	Surface	0.8-2000	metagenome	Bacillariophyceae	43	0.000442669505234
134	Surface	0.8-2000	metagenome	Bacillariophyceae	59	0.000658684011359
135	Surface	0.8-2000	metagenome	Bacillariophyceae	45	0.000614800244006
136	Surface	0.8-2000	metagenome	Bacillariophyceae	12	0.000242246919304
137	Surface	0.8-2000	metagenome	Bacillariophyceae	17	0.000276434578359
138	Surface	0.8-2000	metagenome	Bacillariophyceae	5	0.00013805979865
139	Surface	0.8-2000	metagenome	Bacillariophyceae	22	0.000425661335138
140	Surface	0.8-2000	metagenome	Bacillariophyceae	78	0.001191223099278
141	Surface	0.8-2000	metagenome	Bacillariophyceae	98	0.001705880731473
142	Surface	0.8-2000	metagenome	Bacillariophyceae	36	0.000488487355163
143	Surface	0.8-2000	metagenome	Bacillariophyceae	12	0.000357879705721
144	Surface	0.8-2000	metagenome	Bacillariophyceae	19	0.000453063064573
145	Surface	0.8-2000	metagenome	Bacillariophyceae	252	0.002167912308275
146	Surface	0.8-2000	metagenome	Bacillariophyceae	2	5.48336139251152E-05
147	Surface	0.8-2000	metagenome	Bacillariophyceae	17	0.000371519169458
148	Surface	0.8-2000	metagenome	Bacillariophyceae	6	0.000176215067822
149	Surface	0.8-2000	metagenome	Bacillariophyceae	150	0.001294676049211
150	Surface	0.8-2000	metagenome	Bacillariophyceae	43	0.000424594788239
151	Surface	0.8-2000	metagenome	Bacillariophyceae	17	0.00023083793948
152	Surface	0.8-2000	metagenome	Bacillariophyceae	3	6.20006396420178E-05
155	Surface	0.8-2000	metagenome	Bacillariophyceae	37	0.000582640487145
158	Surface	0.8-2000	metagenome	Bacillariophyceae	106	0.001011296438437
163	Surface	0.8-2000	metagenome	Bacillariophyceae	28	0.000576809137942
168	Surface	0.8-2000	metagenome	Bacillariophyceae	4	0.000126635450391
173	Surface	0.8-2000	metagenome	Bacillariophyceae	8	0.000257713877354
175	Surface	0.8-2000	metagenome	Bacillariophyceae	1162	0.006635848918993
180	Surface	0.8-2000	metagenome	Bacillariophyceae	27	0.00036921466516
188	Surface	0.8-2000	metagenome	Bacillariophyceae	194	0.002191698377425
189	Surface	0.8-2000	metagenome	Bacillariophyceae	40	0.000391704552463
191	Surface	0.8-2000	metagenome	Bacillariophyceae	37	0.00074189437776
193	Surface	0.8-2000	metagenome	Bacillariophyceae	145	0.00127869639223
194	Surface	0.8-2000	metagenome	Bacillariophyceae	102	0.001094373870211
196	Surface	0.8-2000	metagenome	Bacillariophyceae	111	0.001848898254198
201	Surface	0.8-2000	metagenome	Bacillariophyceae	114	0.001932498228792
205	Surface	0.8-2000	metagenome	Bacillariophyceae	93	0.002034752383488
206	Surface	0.8-2000	metagenome	Bacillariophyceae	12	0.000509770754459
208	Surface	0.8-2000	metagenome	Bacillariophyceae	78	0.001283388691695
209	Surface	0.8-2000	metagenome	Bacillariophyceae	68	0.001185998324589
210	Surface	0.8-2000	metagenome	Bacillariophyceae	13	0.000241222044375
4	Deep chlorophyll maximum	0.8-5	metagenome	Bacillariophyceae	107	0.00116942015492
5	Deep chlorophyll maximum	0.8-5	metagenome	Bacillariophyceae	6	9.18419551994124E-05
6	Deep chlorophyll maximum	0.8-5	metagenome	Bacillariophyceae	295	0.00354732961081
7	Deep chlorophyll maximum	0.8-5	metagenome	Bacillariophyceae	18	0.000288906142673
8	Deep chlorophyll maximum	0.8-5	metagenome	Bacillariophyceae	27	0.000529473279771
9	Deep chlorophyll maximum	0.8-5	metagenome	Bacillariophyceae	44	0.00109992808893
10	Deep chlorophyll maximum	0.8-5	metagenome	Bacillariophyceae	17	0.000359360122815
16	Deep chlorophyll maximum	0.8-5	metagenome	Bacillariophyceae	8	0.000189925296931
18	Deep chlorophyll maximum	0.8-5	metagenome	Bacillariophyceae	4	0.000106900694581
22	Deep chlorophyll maximum	0.8-5	metagenome	Bacillariophyceae	5	0.000164386310637
23	Deep chlorophyll maximum	0.8-5	metagenome	Bacillariophyceae	5	8.83501869360197E-05
25	Deep chlorophyll maximum	0.8-5	metagenome	Bacillariophyceae	2	3.47673870136184E-05
30	Deep chlorophyll maximum	0.8-5	metagenome	Bacillariophyceae	1	2.88367737072735E-05
32	Deep chlorophyll maximum	0.8-5	metagenome	Bacillariophyceae	4	7.12271273365957E-05
34	Deep chlorophyll maximum	0.8-5	metagenome	Bacillariophyceae	80	0.000507705926595
36	Deep chlorophyll maximum	0.8-5	metagenome	Bacillariophyceae	12	0.000173815823799
38	Deep chlorophyll maximum	0.8-5	metagenome	Bacillariophyceae	13	0.000292018252201
39	Deep chlorophyll maximum	0.8-5	metagenome	Bacillariophyceae	21	0.000453834977884
41	Deep chlorophyll maximum	0.8-5	metagenome	Bacillariophyceae	35	0.00062979233426
42	Deep chlorophyll maximum	0.8-5	metagenome	Bacillariophyceae	16	0.00045943557757
50	Deep chlorophyll maximum	0.8-5	metagenome	Bacillariophyceae	4	0.000136299218382
51	Deep chlorophyll maximum	0.8-5	metagenome	Bacillariophyceae	28	0.000432291820848
52	Deep chlorophyll maximum	0.8-5	metagenome	Bacillariophyceae	23	0.000512848592329
58	Deep chlorophyll maximum	0.8-5	metagenome	Bacillariophyceae	42	0.000591675942303
64	Deep chlorophyll maximum	0.8-5	metagenome	Bacillariophyceae	22	0.000431089035945
65	Deep chlorophyll maximum	0.8-5	metagenome	Bacillariophyceae	38	0.000949660056532
66	Deep chlorophyll maximum	0.8-5	metagenome	Bacillariophyceae	68	0.000509370256607
68	Deep chlorophyll maximum	0.8-5	metagenome	Bacillariophyceae	45	0.000414190154465
72	Deep chlorophyll maximum	0.8-5	metagenome	Bacillariophyceae	9	0.000262627604457
76	Deep chlorophyll maximum	0.8-5	metagenome	Bacillariophyceae	5	7.10700477809531E-05
78	Deep chlorophyll maximum	0.8-5	metagenome	Bacillariophyceae	7	0.000144210188619
80	Deep chlorophyll maximum	0.8-5	metagenome	Bacillariophyceae	105	0.001599501715728
81	Deep chlorophyll maximum	0.8-5	metagenome	Bacillariophyceae	66	0.001144447246396
85	Deep chlorophyll maximum	0.8-5	metagenome	Bacillariophyceae	22	0.000361419337858
86	Deep chlorophyll maximum	0.8-5	metagenome	Bacillariophyceae	606	0.002341346917545
93	Deep chlorophyll maximum	0.8-5	metagenome	Bacillariophyceae	14	0.000270580096203
96	Deep chlorophyll maximum	0.8-5	metagenome	Bacillariophyceae	1	3.0044834652079E-05
100	Deep chlorophyll maximum	0.8-5	metagenome	Bacillariophyceae	6	0.000149889626549
102	Deep chlorophyll maximum	0.8-5	metagenome	Bacillariophyceae	4	0.000118264548617
106	Deep chlorophyll maximum	0.8-5	metagenome	Bacillariophyceae	12	0.000376591682069
109	Deep chlorophyll maximum	0.8-5	metagenome	Bacillariophyceae	2	6.82604544223538E-05
110	Deep chlorophyll maximum	0.8-5	metagenome	Bacillariophyceae	32	0.00060089195393
111	Deep chlorophyll maximum	0.8-5	metagenome	Bacillariophyceae	5	0.000160538043712
122	Deep chlorophyll maximum	0.8-5	metagenome	Bacillariophyceae	2	3.29067099225316E-05
127	Deep chlorophyll maximum	0.8-5	metagenome	Bacillariophyceae	4	9.72889890225488E-05
128	Deep chlorophyll maximum	0.8-5	metagenome	Bacillariophyceae	23	0.00046748370448
129	Deep chlorophyll maximum	0.8-5	metagenome	Bacillariophyceae	7	0.000175533898992
131	Deep chlorophyll maximum	0.8-5	metagenome	Bacillariophyceae	6	9.52601203056077E-05
132	Deep chlorophyll maximum	0.8-5	metagenome	Bacillariophyceae	14	0.000348902106663
133	Deep chlorophyll maximum	0.8-5	metagenome	Bacillariophyceae	18	0.000396602734088
135	Deep chlorophyll maximum	0.8-5	metagenome	Bacillariophyceae	61	0.000771709410815
137	Deep chlorophyll maximum	0.8-5	metagenome	Bacillariophyceae	4	8.13989740652124E-05
138	Deep chlorophyll maximum	0.8-5	metagenome	Bacillariophyceae	10	0.000186358177034
142	Deep chlorophyll maximum	0.8-5	metagenome	Bacillariophyceae	12	0.000255636391022
143	Deep chlorophyll maximum	0.8-5	metagenome	Bacillariophyceae	8	0.000174164088001
150	Deep chlorophyll maximum	0.8-5	metagenome	Bacillariophyceae	30	0.000437378166822
151	Deep chlorophyll maximum	0.8-5	metagenome	Bacillariophyceae	42	0.000554070072693
123	Mix layer	0.8-5	metagenome	Bacillariophyceae	12	0.000149767985965
124	Mix layer	0.8-5	metagenome	Bacillariophyceae	12	7.20651130224909E-05
125	Mix layer	0.8-5	metagenome	Bacillariophyceae	2	3.05176537113274E-05
152	Mix layer	0.8-5	metagenome	Bacillariophyceae	6	0.000109132912687
153	Mix layer	0.8-5	metagenome	Bacillariophyceae	164	0.00129626910971
4	Surface	0.8-5	metagenome	Bacillariophyceae	14	0.000307573840205
5	Surface	0.8-5	metagenome	Bacillariophyceae	21	0.000361882437698
6	Surface	0.8-5	metagenome	Bacillariophyceae	334	0.005458245251235
7	Surface	0.8-5	metagenome	Bacillariophyceae	67	0.00037156368885
8	Surface	0.8-5	metagenome	Bacillariophyceae	35	0.000600551871471
9	Surface	0.8-5	metagenome	Bacillariophyceae	1	3.13778146904103E-05
10	Surface	0.8-5	metagenome	Bacillariophyceae	1	2.90586570974643E-05
16	Surface	0.8-5	metagenome	Bacillariophyceae	8	0.000226570608962
18	Surface	0.8-5	metagenome	Bacillariophyceae	4	0.000128554104333
19	Surface	0.8-5	metagenome	Bacillariophyceae	11	0.000170677813741
20	Surface	0.8-5	metagenome	Bacillariophyceae	1	3.65593845266748E-05
21	Surface	0.8-5	metagenome	Bacillariophyceae	4	8.31103128845247E-05
22	Surface	0.8-5	metagenome	Bacillariophyceae	4	9.13724317346022E-05
23	Surface	0.8-5	metagenome	Bacillariophyceae	2	1.98971715297543E-05
32	Surface	0.8-5	metagenome	Bacillariophyceae	10	0.000335338777395
36	Surface	0.8-5	metagenome	Bacillariophyceae	7	0.00024118498942
38	Surface	0.8-5	metagenome	Bacillariophyceae	4	0.000113398930832
39	Surface	0.8-5	metagenome	Bacillariophyceae	20	0.000452240548376
41	Surface	0.8-5	metagenome	Bacillariophyceae	20	0.000403538468746
42	Surface	0.8-5	metagenome	Bacillariophyceae	20	0.000425920917885
43	Surface	0.8-5	metagenome	Bacillariophyceae	224	0.001699770564725
45	Surface	0.8-5	metagenome	Bacillariophyceae	36	0.000419990145187
46	Surface	0.8-5	metagenome	Bacillariophyceae	47	0.000586797447812
50	Surface	0.8-5	metagenome	Bacillariophyceae	9	0.000183854931829
51	Surface	0.8-5	metagenome	Bacillariophyceae	14	0.000330108964936
52	Surface	0.8-5	metagenome	Bacillariophyceae	38	0.000550835633894
53	Surface	0.8-5	metagenome	Bacillariophyceae	39	0.000576624837411
54	Surface	0.8-5	metagenome	Bacillariophyceae	54	0.001161393623036
57	Surface	0.8-5	metagenome	Bacillariophyceae	36	0.00078167823801
58	Surface	0.8-5	metagenome	Bacillariophyceae	47	0.00053785784163
62	Surface	0.8-5	metagenome	Bacillariophyceae	75	0.000997353990043
64	Surface	0.8-5	metagenome	Bacillariophyceae	30	0.000482587399431
66	Surface	0.8-5	metagenome	Bacillariophyceae	51	0.001178921781194
67	Surface	0.8-5	metagenome	Bacillariophyceae	191	0.002941405653269
68	Surface	0.8-5	metagenome	Bacillariophyceae	52	0.000672978420607
70	Surface	0.8-5	metagenome	Bacillariophyceae	6	0.000210250884049
71	Surface	0.8-5	metagenome	Bacillariophyceae	10	0.000302393832601
72	Surface	0.8-5	metagenome	Bacillariophyceae	9	0.00023661621205
76	Surface	0.8-5	metagenome	Bacillariophyceae	10	0.000199723914837
78	Surface	0.8-5	metagenome	Bacillariophyceae	6	0.000135862156582
80	Surface	0.8-5	metagenome	Bacillariophyceae	37	0.000739843604709
81	Surface	0.8-5	metagenome	Bacillariophyceae	67	0.000860224340051
82	Surface	0.8-5	metagenome	Bacillariophyceae	13	0.00022138928071
83	Surface	0.8-5	metagenome	Bacillariophyceae	70	0.001145304533285
84	Surface	0.8-5	metagenome	Bacillariophyceae	64	0.000961361520366
85	Surface	0.8-5	metagenome	Bacillariophyceae	84	0.000710526554229
86	Surface	0.8-5	metagenome	Bacillariophyceae	626	0.003026021177757
87	Surface	0.8-5	metagenome	Bacillariophyceae	4	0.000111966364076
88	Surface	0.8-5	metagenome	Bacillariophyceae	70	0.000722051825381
89	Surface	0.8-5	metagenome	Bacillariophyceae	21	0.000377975477771
90	Surface	0.8-5	metagenome	Bacillariophyceae	6	0.000132056621948
91	Surface	0.8-5	metagenome	Bacillariophyceae	6	0.000146968328708
92	Surface	0.8-5	metagenome	Bacillariophyceae	29	0.0003088637343
93	Surface	0.8-5	metagenome	Bacillariophyceae	11	0.000206413013078
95	Surface	0.8-5	metagenome	Bacillariophyceae	37	0.000434588452947
98	Surface	0.8-5	metagenome	Bacillariophyceae	2	5.93656958764364E-05
100	Surface	0.8-5	metagenome	Bacillariophyceae	6	0.000136937439634
102	Surface	0.8-5	metagenome	Bacillariophyceae	15	0.000379698159825
106	Surface	0.8-5	metagenome	Bacillariophyceae	13	0.000358030623654
109	Surface	0.8-5	metagenome	Bacillariophyceae	4	9.4834155669181E-05
110	Surface	0.8-5	metagenome	Bacillariophyceae	83	0.001081952025573
112	Surface	0.8-5	metagenome	Bacillariophyceae	4	0.000112164522548
113	Surface	0.8-5	metagenome	Bacillariophyceae	49	0.000462187000383
122	Surface	0.8-5	metagenome	Bacillariophyceae	11	0.000161529812724
123	Surface	0.8-5	metagenome	Bacillariophyceae	149	0.000878655094777
124	Surface	0.8-5	metagenome	Bacillariophyceae	54	0.000526605649193
125	Surface	0.8-5	metagenome	Bacillariophyceae	2	8.13258066393697E-05
126	Surface	0.8-5	metagenome	Bacillariophyceae	14	0.000283867630412
127	Surface	0.8-5	metagenome	Bacillariophyceae	24	0.0002090928431
128	Surface	0.8-5	metagenome	Bacillariophyceae	31	0.000537037993944
129	Surface	0.8-5	metagenome	Bacillariophyceae	14	0.000295372135552
130	Surface	0.8-5	metagenome	Bacillariophyceae	2	5.7017307645733E-05
131	Surface	0.8-5	metagenome	Bacillariophyceae	5	0.000152540013779
132	Surface	0.8-5	metagenome	Bacillariophyceae	6	0.000142623704238
133	Surface	0.8-5	metagenome	Bacillariophyceae	19	0.000212302925299
134	Surface	0.8-5	metagenome	Bacillariophyceae	71	0.000760507874237
135	Surface	0.8-5	metagenome	Bacillariophyceae	29	0.000423143156658
136	Surface	0.8-5	metagenome	Bacillariophyceae	7	0.000126076780754
137	Surface	0.8-5	metagenome	Bacillariophyceae	4	9.64605838375834E-05
138	Surface	0.8-5	metagenome	Bacillariophyceae	4	0.000122901479332
139	Surface	0.8-5	metagenome	Bacillariophyceae	9	0.000189835988994
140	Surface	0.8-5	metagenome	Bacillariophyceae	49	0.000678677725962
141	Surface	0.8-5	metagenome	Bacillariophyceae	62	0.000956291140683
142	Surface	0.8-5	metagenome	Bacillariophyceae	21	0.000353025404891
143	Surface	0.8-5	metagenome	Bacillariophyceae	2	5.18473920621424E-05
145	Surface	0.8-5	metagenome	Bacillariophyceae	280	0.002035924361511
146	Surface	0.8-5	metagenome	Bacillariophyceae	28	0.000383571041753
147	Surface	0.8-5	metagenome	Bacillariophyceae	17	0.000311084788123
148	Surface	0.8-5	metagenome	Bacillariophyceae	8	0.000223912374811
149	Surface	0.8-5	metagenome	Bacillariophyceae	155	0.001146747551365
150	Surface	0.8-5	metagenome	Bacillariophyceae	28	0.000447072936131
151	Surface	0.8-5	metagenome	Bacillariophyceae	17	0.000293456964437
152	Surface	0.8-5	metagenome	Bacillariophyceae	6	0.0001444393083
39	Deep chlorophyll maximum	1.6-20	metagenome	Bacillariophyceae	5	0.000138194281421
