run_accession	sample_title
ERR4691851	TARA_20120215T1254Z_146_EVENT_PUMP_P_S_(5 m)_PROT_NUC-DNA(100L)_W0.8->_TARA_N000003249
ERR4691855	TARA_20110221T2023Z_090_EVENT_PUMP_P_S_(5 m)_PROT_NUC-RNA(100L)_W0.8-5_TARA_N000001347
ERR4691858	TARA_20110221T2023Z_090_EVENT_PUMP_P_S_(5 m)_PROT_NUC-RNA(1L)_W5-20_TARA_N000001349
ERR4691860	TARA_20110221T2310Z_090_EVENT_NET_N1+N2_S_(5 m)_PROT_NUC-RNA(1L)_N20-180_TARA_N000001351
ERR4691862	TARA_20110221T2208Z_090_EVENT_NET_N1+N2_S_(5 m)_PROT_NUC-RNA(1L)_N180-2000_TARA_N000001353
ERR4691865	TARA_20101216T1158Z_083_EVENT_PUMP_P_S_(5 m)_PROT_NUC-DNA(1L)_W20-200_TARA_N000001369
ERR538171	TARA_20091118T1256Z_023_EVENT_NET_N1+N2_S_(3-7m)_PROT_NUC-DNA(1L)_N20-180_TARA_A100000548
ERR538172	TARA_20091118T1240Z_023_EVENT_PUMP_P_D_(55-57m)_PROT_NUC-DNA(1L)_W5-20_TARA_A100000558
ERR538176	TARA_20090923T1832Z_007_EVENT_NET_N1+N2_D_(40-44m)_PROT_NUC-RNA(1L)_N20-180_TARA_A200000102
ERR538177	TARA_20091118T1352Z_023_EVENT_NET_N1+N2_D_(48-52m)_PROT_NUC-DNA(1L)_N20-180_TARA_A100000561
ERR538178	TARA_20091215T1041Z_030_EVENT_PUMP_P_S_(5-7m)_PROT_NUC-DNA(1L)_W5-20_TARA_A100001638
ERR538179	TARA_20091215T1512Z_030_Combined-EVENTS_CAST_MB_D_(70-75m)_PROT_NUC-DNA(100L)_W0.8-5_TARA_A100001333
ERR599204	TARA_20101005T1100Z_072_EVENT_NET_N1_S_(5 m)_PROT_NUC-RNA(1L)_N5-20_TARA_N000000835
ERR599208	TARA_20100715T1222Z_066_EVENT_PUMP_P_S_(5 m)_PROT_NUC-RNA(1L)_W5-20_TARA_N000000809
ERR599216	TARA_20101017T0905Z_076_Combined-EVENTS_CAST_MB_M_(800 m)_PROT_NUC-RNA(100L)_W3->_TARA_N000000916
ERR599217	TARA_20110107T1041Z_085_Combined-EVENTS_CAST_MB_M_(790 m)_PROT_NUC-RNA(100L)_W3->_TARA_N000001045
ERR599219	TARA_20101206T1858Z_082_EVENT_PUMP_P_D_(40 m)_PROT_NUC-RNA(100L)_W0.8-5_TARA_N000001389
ERR599220	TARA_20100922T0637Z_070_Combined-EVENTS_CAST_MB_M_(800 m)_PROT_NUC-RNA(100L)_W0.8-3_TARA_N000000669
ERR599231	TARA_20100715T1539Z_066_Combined-EVENTS_CAST_MB_D_(30 m)_PROT_NUC-RNA(1L)_W5-20_TARA_N000000791
ERR599232	TARA_20101206T1323Z_082_EVENT_NET_N1_S_(5 m)_PROT_NUC-RNA(1L)_N5-20_TARA_N000001390
ERR599234	TARA_20101206T1134Z_082_EVENT_NET_N1+N2_S_(5 m)_PROT_NUC-RNA(1L)_N180-2000_TARA_N000001398
ERR599238	TARA_20100907T0619Z_067_EVENT_PUMP_P_S_(5 m)_PROT_NUC-RNA(100L)_W0.8->_TARA_N000000759
ERR599240	TARA_20101104T1816Z_078_Combined-EVENTS_CAST_MB_D_(120 m)_PROT_NUC-RNA(100L)_W0.8->_TARA_N000000618
ERR599244	TARA_20100707T1049Z_064_EVENT_NET_N1+N2_D_(65 m)_PROT_NUC-RNA(1L)_N180-2000_TARA_N000000925
ERR599250	TARA_20101104T1424Z_078_EVENT_NET_N1_S_(5 m)_PROT_NUC-RNA(1L)_N5-20_TARA_N000000625
ERR599255	TARA_20100907T0659Z_067_EVENT_NET_N1+N2_S_(5 m)_PROT_NUC-RNA(1L)_N180-2000_TARA_N000000750
ERR599259	TARA_20100914T1256Z_068_EVENT_NET_N1+N2_D_(50 m)_PROT_NUC-RNA(1L)_N180-2000_TARA_N000000711
ERR599260	TARA_20100913T1303Z_068_Combined-EVENTS_CAST_MB_M_(700 m)_PROT_NUC-RNA(100L)_W3->_TARA_N000000714
ERR599263	TARA_20101104T1322Z_078_EVENT_NET_N1+N2_S_(5 m)_PROT_NUC-RNA(1L)_N20-180_TARA_N000001510
ERR599264	TARA_20110106T1529Z_085_EVENT_NET_N1+N2_S_(5 m)_PROT_NUC-DNA(1L)_N20-180_TARA_N000001017
ERR599270	TARA_20110103T1105Z_084_EVENT_PUMP_P_S_(5 m)_PROT_NUC-RNA(100L)_W0.8->_TARA_N000001006
ERR599271	TARA_20100715T1539Z_066_Combined-EVENTS_CAST_MB_D_(30 m)_PROT_NUC-RNA(100L)_W0.8-5_TARA_N000000807
ERR599274	TARA_20100715T1539Z_066_Combined-EVENTS_CAST_MB_D_(30 m)_PROT_NUC-RNA(100L)_W0.8-5_TARA_N000000807
ERR599275	TARA_20101016T1700Z_076_Combined-EVENTS_CAST_MB_D_(150 m)_PROT_NUC-RNA(100L)_W0.8->_TARA_N000000920
ERR599277	TARA_20100715T1255Z_066_EVENT_NET_N1+N2_S_(5 m)_PROT_NUC-RNA(1L)_N180-2000_TARA_N000000790
ERR599278	TARA_20101105T1235Z_078_Combined-EVENTS_CAST_MB_M_(800 m)_PROT_NUC-RNA(100L)_W3->_TARA_N000001505
ERR599281	TARA_20110106T1038Z_085_EVENT_PUMP_P_S_(5 m)_PROT_NUC-RNA(100L)_W0.8->_TARA_N000001024
ERR599283	TARA_20110103T1358Z_084_EVENT_NET_N1+N2_S_(5 m)_PROT_NUC-RNA(1L)_N20-180_TARA_N000001442
ERR599289	TARA_20100715T1539Z_066_Combined-EVENTS_CAST_MB_D_(30 m)_PROT_NUC-RNA(100L)_W0.8-5_TARA_N000000807
ERR599292	TARA_20101005T1745Z_072_EVENT_NET_N1+N2_D_(100 m)_PROT_NUC-RNA(1L)_N20-180_TARA_N000000841
ERR599294	TARA_20100517T0410Z_052_EVENT_NET_N1+N2_S_(5 m)_PROT_NUC-RNA(1L)_N180-2000_TARA_N000000581
ERR599299	TARA_20100707T0815Z_064_EVENT_NET_N1+N2_D_(60 m)_PROT_NUC-RNA(1L)_N20-180_TARA_N000000535
ERR599300	TARA_20100715T1539Z_066_Combined-EVENTS_CAST_MB_D_(30 m)_PROT_NUC-RNA(100L)_W0.8-5_TARA_N000000807
ERR599302	TARA_20100907T0619Z_067_EVENT_PUMP_P_S_(5 m)_PROT_NUC-RNA(100L)_W0.8-5_TARA_N000000756
ERR599305	TARA_20100921T0655Z_070_EVENT_PUMP_P_S_(5 m)_PROT_NUC-RNA(100L)_W0.8-5_TARA_N000000678
ERR599307	TARA_20101005T1535Z_072_EVENT_PUMP_P_D_(100 m)_PROT_NUC-RNA(100L)_W0.8-5_TARA_N000000833
ERR599321	TARA_20100707T0753Z_064_EVENT_NET_N1+N2_S_(5 m)_PROT_NUC-RNA(1L)_N20-180_TARA_N000000526
ERR599324	TARA_20100708T0621Z_064_EVENT_PUMP_P_D_(65 m)_PROT_NUC-RNA(100L)_W0.8-5_TARA_N000000524
ERR599330	TARA_20101016T1700Z_076_Combined-EVENTS_CAST_MB_D_(150 m)_PROT_NUC-RNA(100L)_W0.8-5_TARA_N000000860
ERR599334	TARA_20100715T1539Z_066_Combined-EVENTS_CAST_MB_D_(30 m)_PROT_NUC-RNA(100L)_W0.8-5_TARA_N000000807
ERR599335	TARA_20110106T1038Z_085_EVENT_PUMP_P_S_(5 m)_PROT_NUC-RNA(100L)_W0.8-5_TARA_N000001028
ERR599336	TARA_20101016T1016Z_076_EVENT_NET_N1+N2_S_(5 m)_PROT_NUC-RNA(1L)_N180-2000_TARA_N000000879
ERR868348	TARA_20100111T1417Z_032_EVENT_PUMP_P_D_(80 m)_PROT_NUC-RNA(100L)_W0.8-5_TARA_A100001145
ERR868350	TARA_20100629T1500Z_058_EVENT_PUMP_P_D_(66 m)_PROT_NUC-RNA(100L)_W0.8-5_TARA_N000000419
ERR868361	TARA_20110109T1925Z_086_EVENT_PUMP_P_D_(35 m)_PROT_NUC-RNA(100L)_W0.8-5_TARA_N000001071
ERR868363	TARA_20110804T1833Z_124_EVENT_PUMP_P_S_(5 m)_PROT_NUC-DNA(100L)_W0.8-5_TARA_N000002037
ERR868364	TARA_20110521T2100Z_110_EVENT_PUMP_P_D_(50 m)_PROT_NUC-DNA(100L)_W0.8-5_TARA_N000001752
ERR868369	TARA_20090915T1130Z_004_EVENT_PUMP_P_S_(5 m)_PROT_NUC-RNA(100L)_W0.8-5_TARA_X000000323
ERR868370	TARA_20100511T1040Z_051_EVENT_PUMP_P_D_(80 m)_PROT_NUC-RNA(100L)_W0.8-5_TARA_N000000217
ERR868375	TARA_20120320T0851Z_152_Combined-EVENTS_CAST_MB_X_(25 m)_PROT_NUC-RNA(100L)_W0.8-5_TARA_N000002791
ERR868377	TARA_20110504T1250Z_106_Combined-EVENTS_CAST_MB_M_(380 m)_PROT_NUC-DNA(100L)_W0.8-3_TARA_N000001724
ERR868380	TARA_20120301T1853Z_149_Combined-EVENTS_CAST_MB_M_(740 m)_PROT_NUC-DNA(100L)_W0.8-3_TARA_N000002509
ERR868381	TARA_20110531T2030Z_111_Combined-EVENTS_CAST_MB_D_(90 m)_PROT_NUC-DNA(100L)_W0.8-5_TARA_N000001816
ERR868386	TARA_20110930T1738Z_131_Combined-EVENTS_CAST_MB_D_(110 m)_PROT_NUC-RNA(100L)_W0.8-5_TARA_N000002354
ERR868392	TARA_20120301T1048Z_149_EVENT_PUMP_P_S_(5 m)_PROT_NUC-DNA(100L)_W0.8-5_TARA_N000002135
ERR868393	TARA_20091102T0813Z_018_EVENT_PUMP_P_S_(5 m)_PROT_NUC-RNA(100L)_W0.8-5_TARA_A100000595
ERR868394	TARA_20110127T0827Z_089_EVENT_PUMP_P_S_(5 m)_PROT_NUC-RNA(100L)_W0.8-5_TARA_N000001217
ERR868395	TARA_20120224T1140Z_148_EVENT_PUMP_P_S_(5 m)_PROT_NUC-DNA(100L)_W0.8-5_TARA_N000002113
ERR868402	TARA_20091124T0740Z_026_EVENT_PUMP_P_S_(5 m)_PROT_NUC-RNA(100L)_W0.8-20_TARA_E400007200
ERR868405	TARA_20110619T1712Z_113_EVENT_PUMP_P_S_(5 m)_PROT_NUC-DNA(100L)_W0.8-5_TARA_N000001896
ERR868407	TARA_20090928T1218Z_009_EVENT_PUMP_P_S_(5 m)_PROT_NUC-DNA(100L)_W0.8-5_TARA_X000000954
ERR868408	TARA_20100318T0427Z_039_EVENT_PUMP_P_S_(5 m)_PROT_NUC-RNA(100L)_W0.8-5_TARA_N000000006
ERR868409	TARA_20100330T1056Z_041_EVENT_PUMP_P_D_(60 m)_PROT_NUC-RNA(100L)_W0.8-5_TARA_N000000072
ERR868412	TARA_20091027T0822Z_016_EVENT_PUMP_P_S_(5 m)_PROT_NUC-DNA(100L)_W0.8-5_TARA_A100000032
ERR868416	TARA_20110312T1134Z_093_EVENT_PUMP_P_S_(5 m)_PROT_NUC-DNA(100L)_W0.8-5_TARA_N000001296
ERR868418	TARA_20091123T1352Z_025_EVENT_PUMP_P_D_(50 m)_PROT_NUC-RNA(100L)_W0.8-5_TARA_A100000396
ERR868423	TARA_20120309T1745Z_151_Combined-EVENTS_CAST_MB_D_(80 m)_PROT_NUC-DNA(100L)_W0.8-5_TARA_N000002723
ERR868425	TARA_20110728T1718Z_122_Combined-EVENTS_CAST_MB_D_(115 m)_PROT_NUC-DNA(100L)_W0.8-5_TARA_N000001948
ERR868427	TARA_20110911T1652Z_129_Combined-EVENTS_CAST_MB_D_(85 m)_PROT_NUC-DNA(100L)_W0.8-5_TARA_N000002312
ERR868430	TARA_20120109T1341Z_142_EVENT_PUMP_P_S_(5 m)_PROT_NUC-RNA(100L)_W0.8-5_TARA_N000003083
ERR868433	TARA_20111023T1424Z_135_EVENT_PUMP_P_S_(5 m)_PROT_NUC-DNA(100L)_W0.8-5_TARA_N000002179
ERR868436	TARA_20110321T1301Z_095_EVENT_PUMP_P_S_(5 m)_PROT_NUC-DNA(100L)_W0.8-5_TARA_N000001266
ERR868438	TARA_20110521T2100Z_110_EVENT_PUMP_P_D_(50 m)_PROT_NUC-DNA(100L)_W0.8-5_TARA_N000001752
ERR868440	TARA_20110422T2113Z_102_EVENT_PUMP_P_D_(40 m)_PROT_NUC-DNA(100L)_W0.8-5_TARA_N000001652
ERR868441	TARA_20110512T1400Z_109_EVENT_PUMP_P_S_(5 m)_PROT_NUC-DNA(100L)_W0.8-5_TARA_N000001730
ERR868444	TARA_20110327T1347Z_097_EVENT_PUMP_P_S_(5 m)_PROT_NUC-DNA(100L)_W0.8-5_TARA_N000001522
ERR868449	TARA_20120216T1208Z_146_Combined-EVENTS_CAST_MB_M_(640 m)_PROT_NUC-DNA(100L)_W0.8-3_TARA_N000002151
ERR868452	TARA_20100629T0412Z_058_EVENT_PUMP_P_S_(5 m)_PROT_NUC-RNA(100L)_W0.8-5_TARA_N000000469
ERR868454	TARA_20100318T1133Z_039_EVENT_PUMP_P_D_(25 m)_PROT_NUC-RNA(100L)_W0.8-5_TARA_N000000007
ERR868455	TARA_20100320T0817Z_039_Combined-EVENTS_CAST_MB_M_(270 m)_PROT_NUC-RNA(100L)_W0.8-5_TARA_N000000025
ERR868458	TARA_20110905T1840Z_128_EVENT_PUMP_P_D_(40 m)_PROT_NUC-DNA(100L)_W0.8-5_TARA_N000002291
ERR868462	TARA_20110904T1800Z_128_EVENT_PUMP_P_S_(5 m)_PROT_NUC-DNA(100L)_W0.8-5_TARA_N000002289
ERR868465	TARA_20110415T1938Z_100_EVENT_PUMP_P_D_(50 m)_PROT_NUC-DNA(100L)_W0.8-5_TARA_N000001610
ERR868476	TARA_20110531T1425Z_111_EVENT_PUMP_P_S_(5 m)_PROT_NUC-DNA(100L)_W0.8-5_TARA_N000001812
ERR868477	TARA_20111202T1412Z_137_EVENT_PUMP_P_S_(5 m)_PROT_NUC-DNA(100L)_W0.8-5_TARA_N000002925
ERR868478	TARA_20100415T0201Z_046_EVENT_PUMP_P_S_(5 m)_PROT_NUC-RNA(100L)_W0.8-5_TARA_N000000267
ERR868480	TARA_20111004T1746Z_132_EVENT_PUMP_P_S_(5 m)_PROT_NUC-DNA(100L)_W0.8-5_TARA_N000002416
ERR868481	TARA_20110801T1755Z_123_Combined-EVENTS_CAST_MB_X_(150 m)_PROT_NUC-DNA(100L)_W0.8-5_TARA_N000002000
ERR868483	TARA_20101129T1938Z_080_Combined-EVENTS_CAST_MB_D_(85 m)_PROT_NUC-RNA(100L)_W0.8-5_TARA_N000001485
ERR868485	TARA_20110929T1923Z_131_EVENT_PUMP_P_S_(5 m)_PROT_NUC-RNA(100L)_W0.8-5_TARA_N000002352
ERR868486	TARA_20100330T0247Z_041_EVENT_PUMP_P_S_(5 m)_PROT_NUC-RNA(100L)_W0.8-5_TARA_N000000071
ERR868487	TARA_20100312T1223Z_036_EVENT_PUMP_P_D_(17 m)_PROT_NUC-RNA(100L)_W0.8-5_TARA_N000000317
ERR868493	TARA_20110415T1245Z_100_EVENT_PUMP_P_S_(5 m)_PROT_NUC-DNA(100L)_W0.8-5_TARA_N000001608
ERR868496	TARA_20091116T1453Z_022_EVENT_PUMP_P_D_(30 m)_PROT_NUC-RNA(100L)_W0.8-5_TARA_A100000698
ERR868499	TARA_20110403T1344Z_098_EVENT_PUMP_P_S_(5 m)_PROT_NUC-RNA(100L)_W0.8-5_TARA_N000001574
ERR868500	TARA_20110913T1736Z_130_EVENT_PUMP_P_S_(5 m)_PROT_NUC-DNA(100L)_W0.8-5_TARA_N000002343
ERR868508	TARA_20100405T1002Z_043_EVENT_PUMP_P_S_(5 m)_PROT_NUC-RNA(100L)_W0.8-5_TARA_N000000292
ERR868512	TARA_20111203T1433Z_137_Combined-EVENTS_CAST_MB_M_(375 m)_PROT_NUC-DNA(100L)_W0.8-3_TARA_N000002993
ERR868513	TARA_20110726T1710Z_122_EVENT_PUMP_P_S_(5 m)_PROT_NUC-DNA(100L)_W0.8-5_TARA_N000001938
ERR873960	TARA_20111024T1707Z_135_Combined-EVENTS_CAST_MB_M_(650 m)_PROT_NUC-DNA(100L)_W0.8-3_TARA_N000002172
ERR873964	TARA_20120129T2001Z_144_EVENT_PUMP_P_S_(5 m)_PROT_NUC-RNA(100L)_W0.8-5_TARA_N000003179
ERR873966	TARA_20110403T2150Z_098_Combined-EVENTS_CAST_MB_D_(188 m)_PROT_NUC-RNA(100L)_W0.8-5_TARA_N000001588
ERR538186	TARA_20091215T1041Z_030_EVENT_PUMP_P_S_(5-7m)_PROT_NUC-DNA(100L)_W0.8-5_TARA_A100001640
ERR538190	TARA_20090923T1250Z_007_EVENT_PUMP_P_S_(5-7m)_PROT_NUC-DNA(100L)_W5-20_TARA_A200000110
ERR538174	TARA_20091118T1632Z_023_EVENT_NET_N1+N2_D_(48-52m)_PROT_NUC-DNA(1L)_N180-2000_TARA_A100000554
ERR538180	TARA_20090923T1754Z_007_EVENT_NET_N1+N2_S_(3-7m)_PROT_NUC-RNA(1L)_N180-2000_TARA_A200000170
ERR538181	TARA_20090923T1608Z_007_EVENT_PUMP_P_D_(42-44m)_PROT_NUC-RNA(100L)_W5-20_TARA_A200000148
ERR538182	TARA_20090923T1608Z_007_EVENT_PUMP_P_D_(42-44m)_PROT_NUC-DNA(100L)_W0.8-5_TARA_A200000158
ERR538185	TARA_20091118T1017Z_023_EVENT_NET_N1+N2_S_(3-7m)_PROT_NUC-DNA(1L)_N180-2000_TARA_A100000546
ERR1700891	TARA_20120109T2019Z_142_Combined-EVENTS_CAST_MB_D_(125 m)_PROT_NUC-RNA(1L)_W5-20_TARA_N000003102
ERR1700895	TARA_20091004T0830Z_011_EVENT_PUMP_P_S_(5 m)_PROT_NUC-RNA(1L)_W5-20_TARA_X000001286
ERR1700898	TARA_20101216T1158Z_083_EVENT_PUMP_P_S_(5 m)_PROT_NUC-RNA(1L)_W5-20_TARA_N000001376
ERR1700899	TARA_20100318T0427Z_039_EVENT_PUMP_P_S_(5 m)_PROT_NUC-RNA(1L)_W5-20_TARA_N000000008
ERR1700902	TARA_20120129T2246Z_144_EVENT_NET_N1_S_(5 m)_PROT_NUC-RNA(1L)_N5-20_TARA_N000003183
ERR1700904	TARA_20100312T1223Z_036_EVENT_PUMP_P_D_(17 m)_PROT_NUC-RNA(1L)_W5-20_TARA_N000000319
ERR1700907	TARA_20100315T0531Z_038_EVENT_NET_N1+N2_S_(5 m)_PROT_NUC-DNA(1L)_N180-2000_TARA_N000000039
ERR1700908	TARA_20090915T1800Z_004_EVENT_PUMP_P_D_(40 m)_PROT_NUC-RNA(100L)_W5-20_TARA_X000000410
ERR1700911	TARA_20110422T1920Z_102_EVENT_NET_N1+N2_D_(40 m)_PROT_NUC-DNA(1L)_N180-2000_TARA_N000001664
ERR1700913	TARA_20091123T1352Z_025_EVENT_PUMP_P_D_(50 m)_PROT_NUC-RNA(1L)_W5-20_TARA_A100000398
ERR1726525	TARA_20110503T1313Z_106_EVENT_NET_N1+N2_S_(5 m)_PROT_NUC-DNA(1L)_N20-180_TARA_N000001698
ERR1726528	TARA_20110521T1432Z_110_EVENT_NET_N1+N2_S_(5 m)_PROT_NUC-DNA(1L)_N20-180_TARA_N000001758
ERR1726532	TARA_20120324T1034Z_153_EVENT_NET_N1+N2_X_(25 m)_PROT_NUC-RNA(1L)_N180-2000_TARA_N000002809
ERR1726536	TARA_20111215T2007Z_139_EVENT_NET_N1+N2_S_(5 m)_PROT_NUC-DNA(1L)_N180-2000_TARA_N000003044
ERR1726538	TARA_20100405T1315Z_043_EVENT_NET_N1+N2_S_(5 m)_PROT_NUC-RNA(1L)_N180-2000_TARA_N000000297
ERR1726539	TARA_20110910T2333Z_129_EVENT_NET_N1+N2_D_(80 m)_PROT_NUC-DNA(1L)_N180-2000_TARA_N000002324
ERR1726541	TARA_20110403T1417Z_098_EVENT_NET_N1+N2_S_(5 m)_PROT_NUC-RNA(1L)_N180-2000_TARA_N000001586
ERR1726542	TARA_20090915T1130Z_004_EVENT_PUMP_P_S_(5 m)_PROT_NUC-RNA(100L)_W5-20_TARA_X000000325
ERR1726544	TARA_20110701T2203Z_118_EVENT_NET_N1+N2_S_(5 m)_PROT_NUC-DNA(1L)_N20-180_TARA_N000001922
ERR1726549	TARA_20100322T0305Z_040_EVENT_CAST_B6_S_(5 m)_PROT_NUC-RNA(100L)_W3->_TARA_N000000063
ERR1726550	TARA_20110415T2330Z_100_EVENT_NET_N1+N2_D_(50 m)_PROT_NUC-DNA(1L)_N180-2000_TARA_N000001622
ERR1726554	TARA_20100312T1105Z_036_EVENT_NET_N1+N2_D_(20 m)_PROT_NUC-RNA(1L)_N20-180_TARA_N000000312
ERR1726555	TARA_20091102T0813Z_018_EVENT_PUMP_P_S_(5 m)_PROT_NUC-RNA(1L)_W5-20_TARA_A100000598
ERR1726556	TARA_20110726T1710Z_122_EVENT_PUMP_P_S_(5 m)_PROT_NUC-DNA(100L)_W0.8->_TARA_N000001937
ERR1726557	TARA_20090928T1522Z_009_EVENT_NET_N1+N2_D_(60 m)_PROT_NUC-RNA(1L)_N180-2000_TARA_X000001010
ERR1726562	TARA_20110905T1707Z_128_EVENT_NET_N1_D_(40 m)_PROT_NUC-DNA(1L)_N5-20_TARA_N000002295
ERR1726563	TARA_20110513T2014Z_109_EVENT_NET_N1+N2_D_(40 m)_PROT_NUC-DNA(1L)_N20-180_TARA_N000001740
ERR1726567	TARA_20110531T1425Z_111_EVENT_PUMP_P_S_(5 m)_PROT_NUC-DNA(100L)_W0.8->_TARA_N000001810
ERR1726568	TARA_20100111T1228Z_032_EVENT_NET_N1+N2_D_(80 m)_PROT_NUC-RNA(1L)_N20-180_TARA_A100001147
ERR1726569	TARA_20110804T1833Z_124_EVENT_PUMP_P_S_(5 m)_PROT_NUC-DNA(100L)_W0.8->_TARA_N000002036
ERR1726571	TARA_20110804T1833Z_124_EVENT_PUMP_P_S_(5 m)_PROT_NUC-DNA(1L)_W5-20_TARA_N000002039
ERR1726575	TARA_20100405T1002Z_043_EVENT_PUMP_P_S_(5 m)_PROT_NUC-RNA(1L)_W5-20_TARA_N000000293
ERR1726579	TARA_20110521T2100Z_110_EVENT_PUMP_P_D_(50 m)_PROT_NUC-DNA(100L)_W0.8->_TARA_N000001748
ERR1726585	TARA_20091102T1407Z_018_EVENT_PUMP_P_D_(60 m)_PROT_NUC-RNA(1L)_W5-20_TARA_A100000602
ERR1726592	TARA_20110628T1908Z_115_EVENT_NET_N1+N2_S_(5 m)_PROT_NUC-DNA(1L)_N20-180_TARA_N000001914
ERR1726595	TARA_20110930T2211Z_131_EVENT_NET_N1_D_(110 m)_PROT_NUC-RNA(1L)_N5-20_TARA_N000002358
ERR1726598	TARA_20110329T1512Z_097_EVENT_NET_N1+N2_S_(5 m)_PROT_NUC-DNA(1L)_N20-180_TARA_N000001534
ERR1726604	TARA_20110522T2050Z_110_EVENT_NET_N1+N2_D_(50 m)_PROT_NUC-DNA(1L)_N180-2000_TARA_N000001764
ERR1726605	TARA_20110626T0626Z_114_EVENT_NET_N1+N2_S_(5 m)_PROT_NUC-DNA(1L)_N20-180_TARA_N000001904
ERR1726606	TARA_20110728T2142Z_122_EVENT_NET_N1+N2_D_(115 m)_PROT_NUC-DNA(1L)_N20-180_TARA_N000001952
ERR1726610	TARA_20100111T1228Z_032_EVENT_NET_N1+N2_D_(80 m)_PROT_NUC-RNA(1L)_N20-180_TARA_A100001147
ERR1726614	TARA_20100415T0604Z_046_EVENT_NET_N1+N2_S_(5 m)_PROT_NUC-RNA(1L)_N180-2000_TARA_N000000270
ERR1726616	TARA_20111024T0137Z_135_EVENT_NET_N1_D_(30 m)_PROT_NUC-DNA(1L)_N5-20_TARA_N000002187
ERR1726619	TARA_20111210T1506Z_138_EVENT_NET_N1+N2_S_(5 m)_PROT_NUC-DNA(1L)_N180-2000_TARA_N000003007
ERR1726621	TARA_20110930T0225Z_131_EVENT_NET_N1+N2_S_(5 m)_PROT_NUC-RNA(1L)_N20-180_TARA_N000002360
ERR1726622	TARA_20110731T2307Z_123_EVENT_NET_N1+N2_S_(5 m)_PROT_NUC-DNA(1L)_N20-180_TARA_N000001996
ERR1726623	TARA_20110415T2330Z_100_EVENT_NET_N1+N2_D_(50 m)_PROT_NUC-DNA(1L)_N180-2000_TARA_N000001622
ERR1726624	TARA_20110415T1719Z_100_EVENT_NET_N1+N2_S_(5 m)_PROT_NUC-DNA(1L)_N180-2000_TARA_N000001620
ERR1726629	TARA_20120320T0851Z_152_Combined-EVENTS_CAST_MB_X_(25 m)_PROT_NUC-RNA(100L)_W0.8->_TARA_N000002775
ERR1726631	TARA_20110416T1306Z_100_Combined-EVENTS_CAST_MB_M_(177 m)_PROT_NUC-DNA(100L)_W3->_TARA_N000001643
ERR1726637	TARA_20110911T1956Z_129_EVENT_NET_N1_D_(80 m)_PROT_NUC-DNA(1L)_N5-20_TARA_N000002316
ERR1726638	TARA_20120116T1425Z_143_EVENT_NET_N1+N2_S_(5 m)_PROT_NUC-RNA(1L)_N180-2000_TARA_N000003141
ERR1726640	TARA_20110930T0333Z_131_EVENT_NET_N1_S_(5 m)_PROT_NUC-RNA(1L)_N5-20_TARA_N000002356
ERR1726642	TARA_20091004T1530Z_011_EVENT_NET_N1+N2_S_(5 m)_PROT_NUC-RNA(1L)_N20-180_TARA_X000001338
ERR1726645	TARA_20110226T1201Z_092_EVENT_PUMP_P_S_(5 m)_PROT_NUC-DNA(100L)_W0.8->_TARA_N000001309
ERR1726646	TARA_20100413T0246Z_045_EVENT_NET_N1+N2_S_(5 m)_PROT_NUC-RNA(1L)_N20-180_TARA_N000000259
ERR1726650	TARA_20111211T1739Z_138_EVENT_NET_N1+N2_D_(60 m)_PROT_NUC-DNA(1L)_N180-2000_TARA_N000003017
ERR1726652	TARA_20100330T0532Z_041_EVENT_NET_N1+N2_S_(5 m)_PROT_NUC-RNA(1L)_N180-2000_TARA_N000000077
ERR1726654	TARA_20120130T0239Z_144_EVENT_NET_N1+N2_S_(5 m)_PROT_NUC-RNA(1L)_N180-2000_TARA_N000003191
ERR1726659	TARA_20110422T2017Z_102_EVENT_NET_N1+N2_D_(40 m)_PROT_NUC-DNA(1L)_N20-180_TARA_N000001660
ERR1726662	TARA_20090928T1508Z_009_EVENT_NET_N1+N2_S_(5 m)_PROT_NUC-RNA(1L)_N180-2000_TARA_X000001006
ERR1726667	TARA_20110726T1710Z_122_EVENT_PUMP_P_S_(5 m)_PROT_NUC-DNA(100L)_W0.8->_TARA_N000001937
ERR1726674	TARA_20100629T0438Z_058_EVENT_NET_N1+N2_S_(5 m)_PROT_NUC-RNA(1L)_N180-2000_TARA_N000000437
ERR1726678	TARA_20101016T1016Z_076_EVENT_NET_N1+N2_S_(5 m)_PROT_NUC-RNA(1L)_N180-2000_TARA_N000000879
ERR1726681	TARA_20090928T1508Z_009_EVENT_NET_N1+N2_S_(5 m)_PROT_NUC-RNA(1L)_N180-2000_TARA_X000001006
ERR1726683	TARA_20110109T1802Z_086_EVENT_NET_N1+N2_S_(5 m)_PROT_NUC-RNA(1L)_N180-2000_TARA_N000001081
ERR1726684	TARA_20120116T2024Z_143_EVENT_NET_N1_D_(40 m)_PROT_NUC-RNA(1L)_N5-20_TARA_N000003146
ERR1726685	TARA_20110626T1837Z_114_EVENT_NET_N1+N2_S_(5 m)_PROT_NUC-DNA(1L)_N180-2000_TARA_N000001905
ERR1726688	TARA_20110727T0127Z_122_EVENT_NET_N1_S_(5 m)_PROT_NUC-DNA(1L)_N5-20_TARA_N000001943
ERR1726691	TARA_20110808T2343Z_125_EVENT_NET_N1_S_(5 m)_PROT_NUC-DNA(1L)_N5-20_TARA_N000002021
