run_accession	sample_title
ERR4691757	TARA_20100526T1346Z_054_EVENT_NET_N1+N2_S_(5 m)_PROT_NUC-RNA(1L)_N180-2000_TARA_N000000383
ERR4691758	TARA_20100703T0809Z_062_EVENT_PUMP_P_S_(5 m)_PROT_NUC-RNA(100L)_W0.8-5_TARA_N000000483
ERR4691759	TARA_20100703T0834Z_062_EVENT_NET_N1+N2_S_(5 m)_PROT_NUC-RNA(1L)_N20-180_TARA_N000000487
ERR4691761	TARA_20091011T1007Z_012_EVENT_NET_N1+N2_D_(50 m)_PROT_NUC-RNA(1L)_N20-180_TARA_X000001347
ERR4691763	TARA_20100627T1205Z_057_EVENT_PUMP_P_S_(5 m)_PROT_NUC-RNA(100L)_W0.8-5_TARA_N000000455
ERR4691768	TARA_20100928T1020Z_071_EVENT_NET_N1+N2_S_(5 m)_PROT_NUC-RNA(1L)_N20-180_TARA_N000000644
ERR4691769	TARA_20100928T0837Z_071_EVENT_NET_N1+N2_S_(5 m)_PROT_NUC-RNA(1L)_N180-2000_TARA_N000000646
ERR4691770	TARA_20110225T1242Z_091_EVENT_PUMP_P_S_(5 m)_PROT_NUC-RNA(100L)_W0.8-5_TARA_N000001319
ERR4691774	TARA_20110117T1715Z_087_EVENT_NET_N1+N2_S_(5 m)_PROT_NUC-RNA(1L)_N180-2000_TARA_N000001175
ERR4691789	TARA_20110318T2102Z_094_EVENT_NET_N1_S_(5 m)_PROT_NUC-DNA(1L)_N5-20_TARA_N000001272
ERR4691796	TARA_20110831T1800Z_127_EVENT_PUMP_P_S_(5 m)_PROT_NUC-DNA(100L)_W0.8-5_TARA_N000002235
ERR4691799	TARA_20110831T2027Z_127_EVENT_NET_N1+N2_S_(5 m)_PROT_NUC-DNA(1L)_N180-2000_TARA_N000002247
ERR4691802	TARA_20110902T0126Z_127_EVENT_NET_N1_D_(100 m)_PROT_NUC-DNA(1L)_N5-20_TARA_N000002241
ERR4691804	TARA_20110901T1928Z_127_EVENT_NET_N1+N2_D_(100 m)_PROT_NUC-DNA(1L)_N180-2000_TARA_N000002249
ERR4691805	TARA_20110901T1743Z_127_Combined-EVENTS_CAST_MB_D_(100 m)_PROT_NUC-DNA(100L)_W0.8->_TARA_N000002233
ERR4691806	TARA_20110911T1652Z_129_Combined-EVENTS_CAST_MB_D_(85 m)_PROT_NUC-DNA(100L)_W0.8->_TARA_N000002308
ERR4691811	TARA_20110409T1425Z_099_EVENT_NET_N1+N2_S_(5 m)_PROT_NUC-DNA(1L)_N180-2000_TARA_N000001601
ERR4691815	TARA_20111018T2145Z_133_EVENT_NET_N1+N2_D_(45 m)_PROT_NUC-DNA(1L)_N180-2000_TARA_N000002430
ERR4691819	TARA_20111018T1829Z_133_EVENT_NET_N1+N2_S_(5 m)_PROT_NUC-DNA(1L)_N20-180_TARA_N000002448
ERR4691823	TARA_20110706T0636Z_119_EVENT_NET_N1+N2_S_(5 m)_PROT_NUC-DNA(1L)_N20-180_TARA_N000001926
ERR4691829	TARA_20110828T1805Z_126_EVENT_PUMP_P_S_(5 m)_PROT_NUC-DNA(100L)_W0.8-5_TARA_N000002226
ERR4691833	TARA_20110828T1805Z_126_EVENT_PUMP_P_S_(5 m)_PROT_NUC-DNA(100L)_W0.8->_TARA_N000002229
ERR4691835	TARA_20111022T1747Z_134_EVENT_NET_N1+N2_S_(5 m)_PROT_NUC-DNA(1L)_N180-2000_TARA_N000002197
ERR4691838	TARA_20111210T1408Z_138_EVENT_PUMP_P_S_(5 m)_PROT_NUC-DNA(100L)_W0.8->_TARA_N000002999
ERR4691840	TARA_20120116T1230Z_143_EVENT_PUMP_P_S_(5 m)_PROT_NUC-RNA(100L)_W0.8->_TARA_N000003133
ERR4691841	TARA_20110913T1736Z_130_EVENT_PUMP_P_S_(5 m)_PROT_NUC-DNA(100L)_W0.8->_TARA_N000002341
ERR4691845	TARA_20111221T2053Z_140_EVENT_NET_N1+N2_S_(5 m)_PROT_NUC-DNA(1L)_N180-2000_TARA_N000003063
ERR4691846	TARA_20111221T1620Z_140_EVENT_PUMP_P_S_(5 m)_PROT_NUC-DNA(100L)_W0.8->_TARA_N000003055
ERR4691847	TARA_20111230T1335Z_141_EVENT_PUMP_P_S_(5 m)_PROT_NUC-DNA(100L)_W0.8-5_TARA_N000003091
ERR4691857	TARA_20110221T2023Z_090_EVENT_PUMP_P_S_(5 m)_PROT_NUC-RNA(1L)_W5-20_TARA_N000001349
ERR4691861	TARA_20110221T2208Z_090_EVENT_NET_N1+N2_S_(5 m)_PROT_NUC-RNA(1L)_N180-2000_TARA_N000001353
ERR4691864	TARA_20110706T1844Z_120_EVENT_PUMP_P_S_(5 m)_PROT_NUC-DNA(100L)_W0.8->_TARA_N000001929
ERR538173	TARA_20091118T0841Z_023_EVENT_PUMP_P_S_(5-7m)_PROT_NUC-DNA(100L)_W0.8-5_TARA_A100000551
ERR538183	TARA_20090923T1439Z_007_EVENT_NET_N1+N2_S_(3-7m)_PROT_NUC-DNA(1L)_N20-180_TARA_A200000139
ERR538184	TARA_20091118T0841Z_023_EVENT_PUMP_P_S_(5-7m)_PROT_NUC-DNA(1L)_W5-20_TARA_A100000553
ERR538187	TARA_20090923T1608Z_007_EVENT_PUMP_P_D_(42-44m)_PROT_NUC-RNA(100L)_W5-20_TARA_A200000148
ERR538189	TARA_20091215T1113Z_030_EVENT_NET_N1+N2_S_(3-7m)_PROT_NUC-DNA(1L)_N20-180_TARA_A100001646
ERR599205	TARA_20100712T1106Z_065_Combined-EVENTS_CAST_MB_D_(30 m)_PROT_NUC-RNA(1L)_W5-20_TARA_N000000965
ERR599206	TARA_20110106T1857Z_085_EVENT_NET_N1_D_(90 m)_PROT_NUC-RNA(1L)_N5-20_TARA_N000001034
ERR599207	TARA_20100922T0637Z_070_Combined-EVENTS_CAST_MB_M_(800 m)_PROT_NUC-RNA(100L)_W3->_TARA_N000000670
ERR599210	TARA_20100712T0559Z_065_EVENT_PUMP_P_S_(5 m)_PROT_NUC-RNA(100L)_W0.8-5_TARA_N000000959
ERR599212	TARA_20100707T1217Z_064_Combined-EVENTS_CAST_MB_M_(1000 m)_PROT_NUC-RNA(100L)_W0.8-200_TARA_N000000931
ERR599214	TARA_20110106T1245Z_085_EVENT_NET_N1+N2_S_(5 m)_PROT_NUC-RNA(1L)_N180-2000_TARA_N000001040
ERR599223	TARA_20100913T2237Z_068_EVENT_NET_N1_S_(5 m)_PROT_NUC-RNA(1L)_N5-20_TARA_N000000701
ERR599224	TARA_20110103T1817Z_084_EVENT_NET_N1_S_(5 m)_PROT_NUC-RNA(1L)_N5-20_TARA_N000001440
ERR599225	TARA_20100707T1217Z_064_Combined-EVENTS_CAST_MB_M_(1000 m)_PROT_NUC-DNA(100L)_W0.8-200_TARA_N000000930
ERR599226	TARA_20100708T0621Z_064_EVENT_PUMP_P_D_(65 m)_PROT_NUC-RNA(1L)_W5-20_TARA_N000000532
ERR599228	TARA_20110106T1038Z_085_EVENT_PUMP_P_S_(5 m)_PROT_NUC-RNA(1L)_W5-20_TARA_N000001032
ERR599229	TARA_20100914T1330Z_068_EVENT_PUMP_P_D_(50 m)_PROT_NUC-RNA(1L)_W5-20_TARA_N000000703
ERR599230	TARA_20101017T0905Z_076_Combined-EVENTS_CAST_MB_M_(800 m)_PROT_NUC-RNA(100L)_W0.8-3_TARA_N000000915
ERR599233	TARA_20100715T1539Z_066_Combined-EVENTS_CAST_MB_D_(30 m)_PROT_NUC-RNA(100L)_W0.8-5_TARA_N000000807
ERR599235	TARA_20100715T1539Z_066_Combined-EVENTS_CAST_MB_D_(30 m)_PROT_NUC-RNA(100L)_W0.8-5_TARA_N000000807
ERR599236	TARA_20100914T1330Z_068_EVENT_PUMP_P_D_(50 m)_PROT_NUC-RNA(100L)_W0.8->_TARA_N000000720
ERR599239	TARA_20110106T1936Z_085_Combined-EVENTS_CAST_MB_D_(90 m)_PROT_NUC-RNA(100L)_W0.8->_TARA_N000001026
ERR599242	TARA_20100715T1539Z_066_Combined-EVENTS_CAST_MB_D_(30 m)_PROT_NUC-RNA(100L)_W0.8-5_TARA_N000000807
ERR599245	TARA_20101104T1131Z_078_EVENT_NET_N1+N2_S_(5 m)_PROT_NUC-RNA(1L)_N180-2000_TARA_N000001514
ERR599246	TARA_20101105T1235Z_078_Combined-EVENTS_CAST_MB_M_(800 m)_PROT_NUC-RNA(100L)_W0.8-3_TARA_N000001504
ERR599247	TARA_20100707T0517Z_064_EVENT_NET_N1+N2_S_(5 m)_PROT_NUC-RNA(1L)_N180-2000_TARA_N000000539
ERR599248	TARA_20100913T1303Z_068_Combined-EVENTS_CAST_MB_M_(700 m)_PROT_NUC-RNA(100L)_W0.8-3_TARA_N000000713
ERR599252	TARA_20100715T1539Z_066_Combined-EVENTS_CAST_MB_D_(30 m)_PROT_NUC-RNA(100L)_W0.8-5_TARA_N000000807
ERR599253	TARA_20101016T0955Z_076_EVENT_PUMP_P_S_(5 m)_PROT_NUC-RNA(100L)_W0.8->_TARA_N000000852
ERR599254	TARA_20110103T1105Z_084_EVENT_PUMP_P_S_(5 m)_PROT_NUC-RNA(100L)_W0.8-5_TARA_N000001438
ERR599256	TARA_20101005T0948Z_072_EVENT_NET_N1+N2_S_(5 m)_PROT_NUC-RNA(1L)_N20-180_TARA_N000000839
ERR599257	TARA_20100914T0655Z_068_EVENT_PUMP_P_S_(5 m)_PROT_NUC-RNA(100L)_W0.8-5_TARA_N000000722
ERR599258	TARA_20100921T0823Z_070_EVENT_NET_N1+N2_S_(5 m)_PROT_NUC-RNA(1L)_N20-180_TARA_N000000662
ERR599266	TARA_20100707T0448Z_064_EVENT_PUMP_P_S_(5 m)_PROT_NUC-RNA(100L)_W0.8-5_TARA_N000000522
ERR599268	TARA_20100712T0650Z_065_Combined-EVENTS_CAST_MB_M_(850 m)_PROT_NUC-RNA(100L)_W0.8-200_TARA_N000000987
ERR599269	TARA_20100907T0825Z_067_EVENT_NET_N1+N2_S_(5 m)_PROT_NUC-RNA(1L)_N20-180_TARA_N000000746
ERR599284	TARA_20100914T1330Z_068_EVENT_PUMP_P_D_(50 m)_PROT_NUC-DNA(100L)_W0.8-5_TARA_N000000728
ERR599285	TARA_20100715T1539Z_066_Combined-EVENTS_CAST_MB_D_(30 m)_PROT_NUC-RNA(100L)_W0.8-5_TARA_N000000807
ERR599288	TARA_20110106T1825Z_085_EVENT_NET_N1+N2_D_(90 m)_PROT_NUC-DNA(1L)_N20-180_TARA_N000001019
ERR599291	TARA_20110103T1217Z_084_EVENT_NET_N1+N2_S_(5 m)_PROT_NUC-RNA(1L)_N180-2000_TARA_N000001362
ERR599297	TARA_20100914T0655Z_068_EVENT_PUMP_P_S_(5 m)_PROT_NUC-RNA(100L)_W0.8->_TARA_N000000718
ERR599304	TARA_20100913T2135Z_068_EVENT_NET_N1+N2_S_(5 m)_PROT_NUC-RNA(1L)_N20-180_TARA_N000000705
ERR599306	TARA_20101206T1232Z_082_EVENT_NET_N1+N2_S_(5 m)_PROT_NUC-RNA(1L)_N20-180_TARA_N000001394
ERR599310	TARA_20110106T1758Z_085_EVENT_NET_N1+N2_D_(90 m)_PROT_NUC-RNA(1L)_N180-2000_TARA_N000001042
ERR599311	TARA_20101104T1004Z_078_EVENT_PUMP_P_S_(5 m)_PROT_NUC-RNA(100L)_W0.8-5_TARA_N000000620
ERR599312	TARA_20100712T0636Z_065_EVENT_NET_N1+N2_S_(5 m)_PROT_NUC-RNA(1L)_N180-2000_TARA_N000000981
ERR599313	TARA_20100921T0722Z_070_EVENT_NET_N1+N2_S_(5 m)_PROT_NUC-RNA(1L)_N180-2000_TARA_N000000666
ERR599315	TARA_20100715T1539Z_066_Combined-EVENTS_CAST_MB_D_(30 m)_PROT_NUC-RNA(100L)_W0.8-5_TARA_N000000807
ERR599318	TARA_20100715T1539Z_066_Combined-EVENTS_CAST_MB_D_(30 m)_PROT_NUC-RNA(100L)_W0.8-5_TARA_N000000807
ERR599322	TARA_20101104T1816Z_078_Combined-EVENTS_CAST_MB_D_(120 m)_PROT_NUC-RNA(100L)_W0.8-5_TARA_N000000622
ERR599323	TARA_20100712T1106Z_065_Combined-EVENTS_CAST_MB_D_(30 m)_PROT_NUC-RNA(100L)_W0.8-5_TARA_N000000961
ERR599325	TARA_20110106T1936Z_085_Combined-EVENTS_CAST_MB_D_(90 m)_PROT_NUC-RNA(100L)_W0.8-5_TARA_N000001030
ERR599326	TARA_20101016T1118Z_076_EVENT_NET_N1+N2_S_(5 m)_PROT_NUC-RNA(1L)_N20-180_TARA_N000000871
ERR599329	TARA_20101016T1953Z_076_EVENT_NET_N1_D_(150 m)_PROT_NUC-RNA(1L)_N5-20_TARA_N000000868
ERR599331	TARA_20100921T0655Z_070_EVENT_PUMP_P_S_(5 m)_PROT_NUC-RNA(100L)_W0.8->_TARA_N000000674
ERR599332	TARA_20101016T1245Z_076_EVENT_NET_N1_S_(5 m)_PROT_NUC-RNA(1L)_N5-20_TARA_N000000863
ERR868346	TARA_20111023T2122Z_135_EVENT_PUMP_P_D_(30 m)_PROT_NUC-DNA(100L)_W0.8-5_TARA_N000002191
ERR868347	TARA_20110910T1757Z_129_EVENT_PUMP_P_S_(5 m)_PROT_NUC-DNA(100L)_W0.8-5_TARA_N000002310
ERR868349	TARA_20120117T1507Z_143_Combined-EVENTS_CAST_MB_M_(300 m)_PROT_NUC-RNA(100L)_W0.8-3_TARA_N000003149
ERR868351	TARA_20120215T1254Z_146_EVENT_PUMP_P_S_(5 m)_PROT_NUC-DNA(100L)_W0.8-5_TARA_N000003253
ERR868352	TARA_20110808T1733Z_125_EVENT_PUMP_P_S_(5 m)_PROT_NUC-DNA(100L)_W0.8-5_TARA_N000002019
ERR868353	TARA_20100316T0614Z_038_Combined-EVENTS_CAST_MB_M_(340 m)_PROT_NUC-DNA(100L)_W0.8-5_TARA_N000000031
ERR868354	TARA_20120305T0925Z_150_EVENT_PUMP_P_S_(5 m)_PROT_NUC-DNA(100L)_W0.8-5_TARA_N000002697
ERR868359	TARA_20110809T1708Z_125_Combined-EVENTS_CAST_MB_X_(140 m)_PROT_NUC-DNA(100L)_W0.8-5_TARA_N000002081
ERR868365	TARA_20110615T1845Z_112_Combined-EVENTS_CAST_MB_M_(696 m)_PROT_NUC-RNA(100L)_W0.8-3_TARA_N000001846
ERR868367	TARA_20120109T2019Z_142_Combined-EVENTS_CAST_MB_D_(125 m)_PROT_NUC-RNA(100L)_W0.8-5_TARA_N000003104
ERR868371	TARA_20110805T1733Z_124_Combined-EVENTS_CAST_MB_X_(120 m)_PROT_NUC-DNA(100L)_W0.8-5_TARA_N000002063
ERR868372	TARA_20101202T1028Z_081_EVENT_PUMP_P_S_(5 m)_PROT_NUC-RNA(100L)_W0.8-5_TARA_N000001436
ERR868383	TARA_20100404T0950Z_042_EVENT_PUMP_P_D_(80 m)_PROT_NUC-RNA(100L)_W0.8-5_TARA_N000000086
ERR868384	TARA_20111001T0101Z_131_Combined-EVENTS_CAST_MB_M_(746 m)_PROT_NUC-RNA(100L)_W0.8-3_TARA_N000002384
ERR868385	TARA_20111005T0101Z_132_Combined-EVENTS_CAST_MB_D_(115 m)_PROT_NUC-DNA(100L)_W0.8-5_TARA_N000002418
ERR868387	TARA_20101129T1121Z_080_EVENT_PUMP_P_S_(5 m)_PROT_NUC-DNA(100L)_W0.8-5_TARA_N000001491
ERR868388	TARA_20101216T1158Z_083_EVENT_PUMP_P_S_(5 m)_PROT_NUC-RNA(100L)_W0.8-5_TARA_N000001374
ERR868389	TARA_20090921T1200Z_006_EVENT_PUMP_P_S_(8 m)_PROT_NUC-DNA(100L)_W0.8-5_TARA_X000000609
ERR868390	TARA_20111210T1408Z_138_EVENT_PUMP_P_S_(5 m)_PROT_NUC-DNA(100L)_W0.8-5_TARA_N000003001
ERR868391	TARA_20100511T0342Z_051_EVENT_PUMP_P_S_(5 m)_PROT_NUC-RNA(100L)_W0.8-5_TARA_N000000214
ERR868396	TARA_20100404T0247Z_042_EVENT_PUMP_P_S_(5 m)_PROT_NUC-RNA(100L)_W0.8-5_TARA_N000000085
ERR868397	TARA_20100318T0427Z_039_EVENT_PUMP_P_S_(5 m)_PROT_NUC-RNA(100L)_W0.8-5_TARA_N000000006
ERR868398	TARA_20111211T1332Z_138_Combined-EVENTS_CAST_MB_D_(60 m)_PROT_NUC-DNA(100L)_W0.8-5_TARA_N000003011
ERR868400	TARA_20100312T1223Z_036_EVENT_PUMP_P_D_(17 m)_PROT_NUC-RNA(100L)_W0.8-5_TARA_N000000317
ERR868411	TARA_20120202T1152Z_145_EVENT_PUMP_P_S_(5 m)_PROT_NUC-RNA(100L)_W0.8-5_TARA_N000003219
ERR868420	TARA_20111215T1416Z_139_EVENT_PUMP_P_S_(5 m)_PROT_NUC-DNA(100L)_W0.8-5_TARA_N000003037
ERR868426	TARA_20110809T1708Z_125_Combined-EVENTS_CAST_MB_X_(140 m)_PROT_NUC-DNA(100L)_W0.8-5_TARA_N000002081
ERR868428	TARA_20100312T0606Z_036_EVENT_PUMP_P_S_(5 m)_PROT_NUC-RNA(100L)_W0.8-5_TARA_N000000316
ERR868429	TARA_20120324T1550Z_153_Combined-EVENTS_CAST_MB_X_(100 m)_PROT_NUC-RNA(100L)_W0.8-5_TARA_N000002819
ERR868434	TARA_20120319T1502Z_152_Combined-EVENTS_CAST_MB_M_(800 m)_PROT_NUC-DNA(100L)_W0.8-3_TARA_N000002795
ERR868435	TARA_20090915T1800Z_004_EVENT_PUMP_P_D_(40 m)_PROT_NUC-RNA(100L)_W0.8-5_TARA_X000000408
ERR868437	TARA_20090915T1800Z_004_EVENT_PUMP_P_D_(40 m)_PROT_NUC-RNA(100L)_W0.8-5_TARA_X000000408
ERR868439	TARA_20100120T1150Z_034_EVENT_PUMP_P_D_(60 m)_PROT_NUC-RNA(100L)_W0.8-5_TARA_N000000323
ERR868443	TARA_20110522T1320Z_110_Combined-EVENTS_CAST_MB_M_(380 m)_PROT_NUC-DNA(100L)_W0.8-3_TARA_N000001804
ERR868447	TARA_20110403T1344Z_098_EVENT_PUMP_P_S_(5 m)_PROT_NUC-RNA(100L)_W0.8-5_TARA_N000001574
ERR868448	TARA_20090921T1659Z_006_EVENT_PUMP_P_D_(35 m)_PROT_NUC-RNA(100L)_W0.8-5_TARA_X000000706
ERR868451	TARA_20120130T2219Z_144_Combined-EVENTS_CAST_MB_M_(390 m)_PROT_NUC-RNA(100L)_W0.8-3_TARA_N000003195
ERR868453	TARA_20110416T1306Z_100_Combined-EVENTS_CAST_MB_M_(177 m)_PROT_NUC-DNA(100L)_W0.8-3_TARA_N000001642
ERR868459	TARA_20120309T0859Z_151_EVENT_PUMP_P_S_(5 m)_PROT_NUC-RNA(100L)_W0.8-5_TARA_N000002741
ERR868460	TARA_20100111T0721Z_032_EVENT_PUMP_P_S_(5 m)_PROT_NUC-RNA(100L)_W0.8-5_TARA_A100001141
ERR868466	TARA_20110731T1720Z_123_EVENT_PUMP_P_S_(5 m)_PROT_NUC-DNA(100L)_W0.8-5_TARA_N000001992
ERR868467	TARA_20111211T2040Z_138_Combined-EVENTS_CAST_MB_M_(450 m)_PROT_NUC-DNA(100L)_W0.8-3_TARA_N000002997
ERR868469	TARA_20110731T1720Z_123_EVENT_PUMP_P_S_(5 m)_PROT_NUC-DNA(100L)_W0.8-5_TARA_N000001992
ERR868471	TARA_20100109T0715Z_031_EVENT_PUMP_P_S_(5 m)_PROT_NUC-RNA(100L)_W0.8-20_TARA_A100001433
ERR868472	TARA_20110512T2215Z_109_EVENT_PUMP_P_D_(30 m)_PROT_NUC-DNA(100L)_W0.8-5_TARA_N000001732
ERR868474	TARA_20120110T1451Z_142_Combined-EVENTS_CAST_MB_M_(640 m)_PROT_NUC-RNA(100L)_W0.8-3_TARA_N000003118
ERR868475	TARA_20110726T1710Z_122_EVENT_PUMP_P_S_(5 m)_PROT_NUC-DNA(100L)_W0.8-5_TARA_N000001938
ERR868479	TARA_20120227T1532Z_148b_Combined-EVENTS_CAST_MB_M_(250 m)_PROT_NUC-DNA(100L)_W0.8-3_TARA_N000002131
ERR868484	TARA_20100318T0956Z_039_EVENT_CONTROL_n/a_n/a_(n/a m)_PROT_NUC-RNA(100L)_W0.8-5_TARA_N000000051
ERR868488	TARA_20091102T1407Z_018_EVENT_PUMP_P_D_(60 m)_PROT_NUC-RNA(100L)_W0.8-5_TARA_A100000604
ERR868490	TARA_20111005T2047Z_132_Combined-EVENTS_CAST_MB_M_(550 m)_PROT_NUC-DNA(100L)_W0.8-3_TARA_N000002426
ERR868491	TARA_20110805T1733Z_124_Combined-EVENTS_CAST_MB_X_(120 m)_PROT_NUC-DNA(100L)_W0.8-5_TARA_N000002063
ERR868492	TARA_20111202T2042Z_137_EVENT_PUMP_MB_D_(40 m)_PROT_NUC-DNA(100L)_W0.8-5_TARA_N000002936
ERR868494	TARA_20110805T1733Z_124_Combined-EVENTS_CAST_MB_X_(120 m)_PROT_NUC-DNA(100L)_W0.8-5_TARA_N000002063
ERR868495	TARA_20120202T1839Z_145_Combined-EVENTS_CAST_MB_M_(590 m)_PROT_NUC-RNA(100L)_W0.8-3_TARA_N000003235
ERR868498	TARA_20100315T0335Z_038_EVENT_PUMP_P_S_(5 m)_PROT_NUC-DNA(100L)_W0.8-5_TARA_N000000029
ERR868502	TARA_20110503T1227Z_106_EVENT_PUMP_P_S_(5 m)_PROT_NUC-DNA(100L)_W0.8-5_TARA_N000001690
ERR868503	TARA_20100315T0335Z_038_EVENT_PUMP_P_S_(5 m)_PROT_NUC-DNA(100L)_W0.8-5_TARA_N000000029
ERR868505	TARA_20110503T2052Z_106_EVENT_PUMP_P_D_(40 m)_PROT_NUC-DNA(100L)_W0.8-5_TARA_N000001692
ERR868506	TARA_20110513T1617Z_109_Combined-EVENTS_CAST_MB_M_(380 m)_PROT_NUC-DNA(100L)_W0.8-3_TARA_N000001784
ERR868511	TARA_20120305T1734Z_150_EVENT_PUMP_P_D_(40 m)_PROT_NUC-DNA(100L)_W0.8-5_TARA_N000002145
ERR873963	TARA_20110601T1603Z_111_Combined-EVENTS_CAST_MB_M_(350 m)_PROT_NUC-DNA(100L)_W0.8-3_TARA_N000001808
ERR873965	TARA_20120117T1507Z_143_Combined-EVENTS_CAST_MB_M_(300 m)_PROT_NUC-DNA(100L)_W0.8-3_TARA_N000003151
ERR1700889	TARA_20100318T0820Z_039_EVENT_NET_N1+N2_S_(5 m)_PROT_NUC-RNA(1L)_N180-2000_TARA_N000000013
ERR1700890	TARA_20100330T0247Z_041_EVENT_PUMP_P_S_(5 m)_PROT_NUC-RNA(1L)_W5-20_TARA_N000000073
ERR1700893	TARA_20120116T1649Z_143_EVENT_NET_N1_S_(5 m)_PROT_NUC-RNA(1L)_N5-20_TARA_N000003139
ERR1700894	TARA_20090928T1659Z_009_EVENT_PUMP_P_D_(55 m)_PROT_NUC-DNA(1L)_W5-20_TARA_X000001043
ERR1700897	TARA_20110403T2150Z_098_Combined-EVENTS_CAST_MB_D_(188 m)_PROT_NUC-RNA(1L)_W5-20_TARA_N000001580
ERR1700900	TARA_20090915T1800Z_004_EVENT_PUMP_P_D_(40 m)_PROT_NUC-RNA(100L)_W5-20_TARA_X000000410
ERR1700903	TARA_20110415T1938Z_100_EVENT_PUMP_P_D_(50 m)_PROT_NUC-DNA(1L)_W5-20_TARA_N000001614
ERR1700909	TARA_20100419T1147Z_048_EVENT_NET_N1+N2_S_(5 m)_PROT_NUC-RNA(1L)_N180-2000_TARA_N000000115
ERR1700910	TARA_20111210T1934Z_138_EVENT_NET_N1_S_(5 m)_PROT_NUC-DNA(1L)_N5-20_TARA_N000003003
ERR1700914	TARA_20100315T0337Z_038_EVENT_NET_N1+N2_S_(5 m)_PROT_NUC-DNA(1L)_N20-180_TARA_N000000038
ERR1726522	TARA_20110731T1916Z_123_EVENT_NET_N1_S_(5 m)_PROT_NUC-DNA(1L)_N5-20_TARA_N000001994
ERR1726523	TARA_20111202T2042Z_137_EVENT_PUMP_MB_D_(40 m)_PROT_NUC-DNA(100L)_W0.8->_TARA_N000002934
ERR1726524	TARA_20110312T1134Z_093_EVENT_PUMP_P_S_(5 m)_PROT_NUC-DNA(1L)_N20-180_TARA_N000001291
ERR1726531	TARA_20100416T0504Z_047_EVENT_NET_N1+N2_S_(5 m)_PROT_NUC-RNA(1L)_N180-2000_TARA_N000000284
ERR1726534	TARA_20120224T1543Z_148_EVENT_NET_N1_S_(5 m)_PROT_NUC-DNA(1L)_N5-20_TARA_N000002115
ERR1726537	TARA_20100111T1415Z_032_EVENT_NET_N1+N2_D_(80 m)_PROT_NUC-RNA(1L)_N180-2000_TARA_A100001148
ERR1726540	TARA_20091116T0816Z_022_EVENT_PUMP_P_S_(5 m)_PROT_NUC-RNA(1L)_W5-20_TARA_A100000539
ERR1726545	TARA_20120320T0851Z_152_Combined-EVENTS_CAST_MB_X_(25 m)_PROT_NUC-RNA(1L)_W5-20_TARA_N000002797
ERR1726546	TARA_20091116T1340Z_022_EVENT_NET_N1+N2_S_(5 m)_PROT_NUC-RNA(1L)_N20-180_TARA_A100000538
ERR1726547	TARA_20120202T1544Z_145_EVENT_NET_N1_S_(5 m)_PROT_NUC-RNA(1L)_N5-20_TARA_N000003223
ERR1726548	TARA_20120215T1649Z_146_EVENT_NET_N1_S_(5 m)_PROT_NUC-DNA(1L)_N5-20_TARA_N000003257
ERR1726552	TARA_20110601T2156Z_111_EVENT_NET_N1+N2_D_(90 m)_PROT_NUC-DNA(1L)_N180-2000_TARA_N000001828
ERR1726553	TARA_20120319T0909Z_152_EVENT_NET_N1+N2_S_(5 m)_PROT_NUC-RNA(1L)_N180-2000_TARA_N000002777
ERR1726559	TARA_20111004T2149Z_132_EVENT_NET_N1_S_(5 m)_PROT_NUC-DNA(1L)_N5-20_TARA_N000002412
ERR1726560	TARA_20111211T1627Z_138_EVENT_NET_N1_D_(60 m)_PROT_NUC-DNA(1L)_N5-20_TARA_N000003013
ERR1726561	TARA_20110731T2041Z_123_EVENT_NET_N1+N2_S_(5 m)_PROT_NUC-DNA(1L)_N180-2000_TARA_N000001998
ERR1726573	TARA_20101202T1344Z_081_EVENT_NET_N1+N2_D_(35 m)_PROT_NUC-RNA(1L)_N180-2000_TARA_N000001424
ERR1726580	TARA_20111004T2128Z_132_EVENT_NET_N1+N2_S_(5 m)_PROT_NUC-DNA(1L)_N20-180_TARA_N000002404
ERR1726581	TARA_20120130T0010Z_144_EVENT_NET_N1+N2_S_(5 m)_PROT_NUC-RNA(1L)_N20-180_TARA_N000003187
ERR1726587	TARA_20100318T0505Z_039_EVENT_NET_N1+N2_S_(5 m)_PROT_NUC-RNA(1L)_N20-180_TARA_N000000011
ERR1726588	TARA_20110415T1327Z_100_EVENT_NET_N1+N2_S_(5 m)_PROT_NUC-DNA(1L)_N20-180_TARA_N000001616
ERR1726589	TARA_20120309T0859Z_151_EVENT_PUMP_P_S_(5 m)_PROT_NUC-RNA(100L)_W0.8->_TARA_N000002737
ERR1726590	TARA_20100629T1344Z_058_EVENT_NET_N1+N2_D_(70 m)_PROT_NUC-RNA(1L)_N20-180_TARA_N000000429
ERR1726594	TARA_20110905T1638Z_128_EVENT_NET_N1_S_(5 m)_PROT_NUC-DNA(1L)_N5-20_TARA_N000002293
ERR1726600	TARA_20110701T0846Z_117_EVENT_NET_N1+N2_S_(5 m)_PROT_NUC-DNA(1L)_N180-2000_TARA_N000001919
ERR1726602	TARA_20110521T1227Z_110_EVENT_PUMP_P_S_(5 m)_PROT_NUC-DNA(100L)_W0.8->_TARA_N000001746
ERR1726603	TARA_20110404T1707Z_098_EVENT_NET_N1+N2_D_(180 m)_PROT_NUC-RNA(1L)_N20-180_TARA_N000001584
